Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_01894 50S ribosomal protein L4,-19.32052,-19.97435,-21.21379,-10.40921,-9.646425,-10.26988,-12.62703,-12.25661,-13.12251,-15.88667,-17.25157,-15.43389,-14.61847,-15.4229,-15.26949
BDBJPGFE_01895 50S ribosomal protein L23,-19.80223,-14.50775,-14.11669,-11.66386,-10.74825,-12.05373,-12.23335,-11.70163,-12.26866,-12.37198,-17.78302,-16.56842,-14.74982,-14.54408,-15.71581
BDBJPGFE_01896 50S ribosomal protein L2,-13.58525,-14.90222,-15.04569,-12.45618,-11.56501,-13.31766,-11.1243,-11.35764,-11.81353,-12.96466,-17.28823,-12.41263,-14.2001,-15.21298,-14.72725
BDBJPGFE_01898 50S ribosomal protein L22,-20.70844,-19.82303,-18.31443,-10.5174,-9.774531,-10.33339,-11.29291,-10.90436,-16.10446,-15.75459,-17.6817,-16.86147,-14.77676,-15.95932,-15.51295
BDBJPGFE_01899 30S ribosomal protein S3,-19.74791,-20.08566,-18.37546,-10.46311,-9.493376,-10.90883,-12.47976,-11.56748,-11.67888,-17.04685,-16.50136,-17.42018,-11.09288,-11.76549,-12.19185
BDBJPGFE_01901 50S ribosomal protein L29,-14.4783,-19.55467,-21.47374,-10.24,-9.430735,-10.7791,-9.897197,-10.95566,-10.66076,-15.56938,-16.90389,-15.84853,-16.03721,-15.93128,-15.69555
BDBJPGFE_01902 30S ribosomal protein S17,-14.86324,-14.22533,-13.90764,-15.51771,-15.10045,-15.55258,-11.07145,-10.12271,-13.54918,-14.22221,-18.0285,-15.19135,-14.63768,-14.93583,-15.97739
BDBJPGFE_01903 50S ribosomal protein L14,-20.55466,-20.30114,-19.10841,-15.88806,-14.94312,-16.84969,-13.01908,-11.60927,-11.96517,-15.17507,-16.12103,-15.27092,-13.94328,-15.13833,-14.62764
BDBJPGFE_01904 50S ribosomal protein L24,-14.23535,-12.78371,-13.4751,-15.36863,-11.58003,-15.44994,-10.05587,-10.45654,-11.73816,-15.85322,-16.24749,-14.81688,-15.17444,-14.96562,-16.07956
BDBJPGFE_01905 50S ribosomal protein L5,-16.55327,-20.78676,-20.03512,-10.92651,-9.657234,-10.45749,-11.51799,-10.56274,-11.52323,-12.80852,-11.91906,-15.65163,-14.27793,-15.47858,-14.26028
BDBJPGFE_01907 30S ribosomal protein S8,-12.86703,-13.83612,-14.18287,-11.43653,-10.64734,-11.36398,-11.62816,-10.54991,-12.04902,-16.10402,-16.0514,-17.23523,-15.40561,-14.22038,-14.32125
BDBJPGFE_01908 50S ribosomal protein L6,-19.53057,-17.82025,-12.64919,-8.94907,-8.437747,-8.99563,-10.63912,-9.80567,-9.933105,-9.816702,-9.420929,-9.106433,-15.80036,-8.102234,-7.983314
BDBJPGFE_01909 50S ribosomal protein L18,-13.3516,-13.42012,-13.58205,-9.503635,-8.619364,-9.079948,-9.648993,-9.011941,-9.41369,-9.241537,-9.41217,-9.544577,-8.676299,-8.892109,-9.556337
BDBJPGFE_01910 30S ribosomal protein S5,-16.52668,-16.17825,-20.79616,-10.44067,-9.295395,-11.07057,-10.34831,-9.298396,-10.63468,-11.49872,-12.23852,-10.56926,-12.1463,-10.2584,-11.82605
BDBJPGFE_01912 50S ribosomal protein L15,-17.93626,-19.18673,-19.91467,-9.758224,-9.679203,-10.99283,-11.75734,-11.09901,-16.81986,-16.81952,-17.04152,-15.06371,-14.41269,-14.4345,-14.45701
BDBJPGFE_01914 30S ribosomal protein S13,-19.55034,-19.57958,-18.97015,-11.29256,-10.81208,-12.31909,-12.67788,-11.70692,-12.04982,-16.92164,-17.32817,-16.01339,-16.02256,-14.42441,-15.18828
BDBJPGFE_01915 30S ribosomal protein S11,-19.23151,-18.72159,-19.88643,-15.69849,-12.33242,-15.51835,-11.6104,-11.13382,-11.41394,-11.55528,-10.88699,-17.02501,-11.33008,-11.98283,-15.43065
BDBJPGFE_01916 30S ribosomal protein S4,-18.47902,-18.31531,-19.48012,-9.971888,-9.287996,-10.63688,-10.01923,-9.944158,-10.16276,-11.5617,-11.29966,-12.8286,-15.35432,-12.27201,-15.21751
BDBJPGFE_01917 DNA-directed RNA polymerase subunit alpha,-13.17727,-13.45513,-13.5245,-9.318483,-8.881908,-9.083001,-9.656544,-9.382908,-9.544177,-10.42524,-11.06809,-11.03096,-11.0603,-10.50227,-10.4325
BDBJPGFE_01918 50S ribosomal protein L17,-18.52835,-19.63974,-14.44758,-10.43472,-9.993447,-11.00288,-11.10523,-10.6388,-10.81848,-11.57097,-11.79013,-11.83655,-11.34702,-11.28763,-15.16399
BDBJPGFE_01928 Lactoylglutathione lyase,-20.01049,-18.35496,-17.24099,-11.67975,-10.44464,-10.15447,-11.8444,-11.31756,-11.19482,-16.10151,-15.38425,-16.52011,-15.99768,-14.70679,-14.62169
BDBJPGFE_01931 Beta-lactamase,-12.74626,-13.66203,-14.00652,-10.97254,-10.02866,-9.928904,-12.18653,-11.97403,-11.91278,-12.95387,-14.99686,-16.21253,-15.34318,-15.64676,-15.5803
BDBJPGFE_01973 Glutamine synthetase,-13.62643,-13.573,-13.43686,-11.14529,-11.72615,-13.10618,-12.10026,-11.90348,-12.37679,-12.06038,-12.90704,-12.24158,-12.0914,-15.45662,-12.52733
BDBJPGFE_01983 Major outer membrane protein,-10.2734,-10.29684,-10.78357,-6.178633,-5.52877,-5.549635,-9.441019,-9.182319,-9.224781,-8.440251,-8.769266,-8.979298,-8.294156,-8.332248,-8.551625
BDBJPGFE_01992 sn-glycerol-3-phosphate-binding periplasmic protein UgpB,-12.33877,-11.99588,-12.31653,-6.703187,-7.091682,-6.960351,-9.371553,-9.593914,-9.626603,-9.126581,-9.747231,-9.89937,-8.576432,-8.262781,-8.933619
BDBJPGFE_02003 putative ABC transporter-binding protein,-20.80183,-18.71181,-18.34161,-11.51914,-11.76971,-12.42216,-13.53527,-13.71308,-13.5708,-14.57552,-14.36563,-13.47093,-15.88905,-15.39874,-14.45262
BDBJPGFE_02044 Putative prophage major tail sheath protein,-13.49054,-13.21168,-13.50391,-15.38249,-14.63249,-15.92195,-15.25431,-16.82982,-16.20203,-16.1613,-17.08483,-16.97857,-15.5523,-13.8149,-13.66764
BDBJPGFE_02069 hypothetical protein,-15.69923,-15.68557,-15.83887,-15.69268,-15.90742,-15.88126,-17.03923,-15.38597,-17.2644,-15.47687,-16.8536,-15.22748,-14.55846,-14.2429,-14.79885
BDBJPGFE_02070 hypothetical protein,-12.34226,-12.12665,-12.36036,-15.78477,-15.40714,-15.95269,-15.34706,-16.48287,-14.33749,-16.72637,-16.21111,-13.92302,-15.85787,-15.35079,-14.76074
BDBJPGFE_02078 50S ribosomal protein L21,-18.09032,-19.23601,-20.00897,-11.13778,-10.30552,-11.66893,-13.47513,-13.32808,-16.93831,-16.57808,-17.85947,-16.15522,-14.89137,-15.83345,-15.41876
BDBJPGFE_02083 hypothetical protein,-11.08675,-11.3112,-18.92812,-10.85531,-9.603227,-9.487993,-10.99932,-10.80563,-11.02691,-9.114237,-9.362676,-9.457545,-9.324049,-9.574149,-9.556878
BDBJPGFE_02089 putative phosphite transport system-binding protein PtxB,-11.85401,-11.5738,-11.4032,-9.078424,-8.305528,-9.165937,-10.90026,-10.56003,-10.56229,-9.50255,-10.09784,-10.1592,-9.817131,-8.440598,-8.712221
BDBJPGFE_02097 hypothetical protein,-6.07212,-5.83002,-6.451002,-9.544323,-9.723146,-10.10163,-8.181229,-7.576497,-7.873775,-7.108397,-7.593842,-7.579804,-7.510673,-7.157252,-7.052649
BDBJPGFE_02104 hypothetical protein,-11.18392,-12.09684,-13.34701,-11.96988,-11.0584,-11.53677,-11.10362,-11.03438,-11.35709,-17.02687,-16.14278,-15.66666,-14.53233,-15.31089,-15.08601
BDBJPGFE_02184 Proline--tRNA ligase,-18.33688,-20.00292,-19.01627,-15.85336,-15.04196,-15.57608,-13.19434,-13.97292,-13.1302,-13.12422,-12.68255,-12.31519,-13.03506,-12.55935,-12.34207
BDBJPGFE_02189 Quinone oxidoreductase 1,-20.23848,-19.81616,-17.61819,-12.10861,-10.75251,-12.34135,-12.37626,-10.86018,-11.15481,-13.67915,-13.78637,-13.59001,-15.28772,-13.75605,-13.87612
BDBJPGFE_02192 Glycerol kinase,-19.59836,-16.68049,-19.15782,-14.47544,-14.88087,-15.25109,-14.47833,-13.60997,-14.02532,-16.56413,-15.56352,-16.05962,-14.39199,-15.93109,-14.18267
BDBJPGFE_02195 hypothetical protein,-11.64942,-12.424,-12.45828,-8.549352,-8.398173,-8.580874,-8.801796,-8.946369,-9.245502,-10.05254,-10.22569,-10.43779,-9.972886,-9.774031,-10.04473
BDBJPGFE_02205 Glycine betaine-binding protein OpuAC,-10.98737,-11.89247,-12.06357,-10.3067,-9.693841,-9.41381,-10.81779,-10.73143,-10.41684,-10.99506,-10.73458,-11.96852,-10.20142,-10.24997,-10.0005
BDBJPGFE_02237 60 kDa chaperonin,-10.14286,-9.939731,-9.835496,-4.897521,-5.455407,-5.632149,-6.772353,-6.759602,-7.282666,-7.776978,-7.617465,-7.286483,-7.712246,-7.504078,-7.510132
BDBJPGFE_02238 10 kDa chaperonin,-21.24398,-19.48387,-18.92344,-15.30502,-11.83042,-12.01221,-9.729392,-9.045723,-9.378592,-15.42966,-16.96128,-17.33796,-16.38919,-14.9377,-15.38975
BDBJPGFE_02246 hypothetical protein,-11.9131,-13.00111,-13.71695,-16.18725,-15.67275,-15.07855,-12.23988,-14.85461,-12.15007,-16.29903,-16.08352,-16.78867,-16.43641,-14.92648,-15.79891
BDBJPGFE_02248 Glutarate-semialdehyde dehydrogenase DavD,-19.93209,-18.82272,-20.76427,-13.69804,-12.88602,-13.59728,-11.6543,-12.14349,-12.63683,-13.66157,-14.41751,-14.07907,-13.73661,-13.65745,-13.30465
BDBJPGFE_02249 Bifunctional purine biosynthesis protein PurH,-18.90853,-19.87972,-19.73803,-15.32545,-16.08424,-15.87772,-13.65876,-13.42423,-13.44695,-15.03465,-14.4939,-13.92931,-15.57767,-15.49628,-14.58864
BDBJPGFE_02253 Biotin carboxylase,-18.94392,-19.14509,-21.27772,-13.97211,-13.9706,-14.59267,-14.93946,-13.8227,-17.21848,-14.67853,-16.72608,-15.67527,-15.39033,-14.56028,-16.0969
BDBJPGFE_02257 Inorganic pyrophosphatase,-19.63842,-19.80197,-19.81744,-14.83863,-15.27955,-15.48762,-14.329,-12.69877,-12.85741,-13.63994,-14.60485,-16.58625,-15.5459,-14.70832,-16.07697
BDBJPGFE_02259 Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,-18.0323,-17.11611,-17.96977,-10.92604,-9.766509,-10.23563,-10.90095,-10.35788,-11.09871,-15.16061,-17.75745,-14.3888,-15.07467,-13.36647,-15.17024
BDBJPGFE_02261 Argininosuccinate synthase,-18.24795,-18.07051,-18.37645,-12.1516,-12.50304,-12.68107,-12.41268,-12.57345,-12.66716,-15.04537,-16.88481,-16.27794,-14.38798,-15.2376,-15.8707
BDBJPGFE_02277 Methionine--tRNA ligase,-19.43075,-19.22353,-18.84818,-12.51952,-12.58998,-13.97391,-12.81497,-12.31469,-12.8055,-17.21073,-16.41441,-16.19291,-15.73472,-14.80137,-15.02249
BDBJPGFE_02282 DNA gyrase subunit A,-18.9853,-17.51929,-19.44324,-16.27763,-16.73894,-16.03087,-14.4242,-14.60753,-15.46688,-16.59759,-16.23353,-16.42318,-16.49278,-14.11302,-13.93006
BDBJPGFE_02283 Phosphoserine aminotransferase,-16.77252,-17.54899,-19.83049,-15.51535,-16.08266,-12.81304,-13.0262,-13.36127,-13.42827,-15.95572,-16.10392,-16.41836,-15.86514,-14.48952,-15.5959
BDBJPGFE_02284 P-protein,-17.87615,-19.41755,-17.5983,-15.58969,-14.7243,-14.85605,-14.02383,-12.67634,-14.97751,-14.55453,-15.43364,-14.10029,-13.62888,-13.48703,-15.70927
BDBJPGFE_02285 3-phosphoshikimate 1-carboxyvinyltransferase,-16.52242,-17.07277,-17.74284,-11.08782,-11.6308,-10.95159,-12.55313,-12.35757,-12.69919,-17.74911,-15.37188,-16.91924,-15.26205,-14.84977,-14.70164
BDBJPGFE_02287 30S ribosomal protein S1,-13.70885,-13.80379,-13.70177,-11.53253,-11.00281,-11.23838,-10.4372,-10.02771,-10.21406,-11.52924,-11.40235,-11.20225,-11.0527,-9.842409,-10.57598
BDBJPGFE_02288 hypothetical protein,-19.18326,-18.8332,-19.46534,-10.8028,-10.79228,-10.69323,-8.8734,-9.114546,-11.18536,-17.02143,-16.99085,-15.98541,-15.99593,-14.58637,-13.89583
BDBJPGFE_02306 hypothetical protein,-17.37343,-18.61669,-19.12203,-16.28765,-15.67566,-14.08683,-16.06598,-15.25792,-15.23002,-14.7866,-16.41431,-15.39591,-14.85287,-14.92916,-15.37155
BDBJPGFE_02338 hypothetical protein,-18.48896,-21.20447,-20.50776,-12.18624,-11.58252,-11.86581,-12.61117,-11.80546,-12.27749,-14.88387,-15.43678,-15.85849,-16.17049,-14.81399,-14.83392
BDBJPGFE_02339 Protein tas,-15.62241,-19.88082,-14.97403,-13.68247,-13.57948,-14.59322,-13.47356,-12.81896,-13.46908,-16.39965,-17.34624,-17.35987,-14.75908,-15.01181,-15.75594
BDBJPGFE_02345 hypothetical protein,-20.66656,-18.074,-19.28897,-12.14328,-11.68565,-11.73487,-13.37892,-12.87867,-16.72275,-16.17243,-16.40677,-16.63993,-15.56775,-15.43081,-15.56889
BDBJPGFE_02353 Acetoacetyl-CoA reductase,-20.92347,-17.39513,-17.27439,-11.94612,-10.17416,-11.16873,-9.803483,-10.2369,-10.48624,-11.89016,-16.37882,-15.33524,-12.28311,-12.01904,-16.41595
BDBJPGFE_02359 Protease 3,-16.78768,-16.25899,-16.52369,-9.365204,-9.598432,-9.259401,-10.78553,-11.04036,-11.01548,-13.38824,-14.17509,-11.77568,-13.6447,-11.42325,-12.31215
BDBJPGFE_02369 50S ribosomal protein L19,-13.14588,-13.25265,-13.07818,-9.321485,-7.892616,-7.882945,-10.6978,-10.07503,-11.02593,-16.96837,-17.81828,-15.47665,-14.66436,-15.66058,-15.54867
BDBJPGFE_02372 Homoserine dehydrogenase,-16.57745,-15.31097,-16.30344,-14.32204,-13.83096,-14.33793,-10.38397,-10.6016,-10.96231,-11.4939,-14.37862,-12.45989,-13.57461,-12.47612,-11.92181
BDBJPGFE_02373 Threonine synthase,-20.56824,-19.95683,-18.12503,-12.75638,-12.98019,-13.30918,-11.8938,-11.68337,-11.08848,-12.41328,-11.85799,-15.7612,-15.75264,-11.1866,-11.3025
BDBJPGFE_02378 Outer membrane protein P1,-19.49196,-18.98722,-20.44358,-11.78235,-12.70505,-12.16597,-12.80042,-12.10065,-11.59452,-13.23423,-12.84835,-12.1928,-12.71101,-12.63487,-14.6505
BDBJPGFE_02398 50S ribosomal protein L28,-15.37423,-19.81017,-18.5186,-12.08792,-11.61196,-11.67819,-11.6105,-10.81625,-14.20179,-16.12787,-16.19504,-16.62992,-15.05969,-15.58312,-14.38036
BDBJPGFE_02403 Alanine dehydrogenase,-19.1793,-18.69381,-16.8672,-9.733712,-9.993937,-10.52188,-13.72896,-13.22683,-13.91685,-16.23949,-16.94633,-15.81969,-15.03897,-15.11416,-15.24419
"BDBJPGFE_02408 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",-19.46463,-18.94679,-17.24916,-12.11373,-12.05834,-11.88396,-12.54914,-12.36991,-12.65103,-16.39181,-16.76081,-15.72547,-13.96481,-13.94789,-14.54405
BDBJPGFE_02414 30S ribosomal protein S2,-13.88603,-13.9267,-13.99638,-11.01927,-10.31265,-10.64289,-11.1549,-10.45275,-11.11563,-11.38528,-11.75434,-12.26404,-12.50577,-11.13297,-15.10802
BDBJPGFE_02415 Elongation factor Ts,-11.53579,-11.58247,-11.38149,-7.749607,-7.179216,-8.148038,-7.814764,-7.236644,-8.336935,-11.05539,-11.81052,-12.07849,-15.14595,-11.95446,-15.04943
BDBJPGFE_02417 Ribosome-recycling factor,-14.57401,-14.61978,-18.86688,-10.82705,-9.82105,-9.365028,-9.905011,-9.973511,-10.62364,-14.91709,-15.49142,-16.9667,-15.21909,-15.30861,-14.56352
BDBJPGFE_02422 Outer membrane protein assembly factor BamA,-14.79731,-15.92727,-15.23671,-11.95366,-12.34821,-12.55096,-10.32997,-11.0998,-10.00423,-12.69581,-12.78009,-13.45995,-12.78347,-15.35241,-13.06695
BDBJPGFE_02423 hypothetical protein,-13.25458,-14.26391,-18.53067,-12.63964,-15.33048,-14.45758,-11.02361,-10.02804,-10.83331,-11.45584,-16.16432,-11.52116,-11.82403,-10.95432,-15.14382
BDBJPGFE_02432 Exopolyphosphatase,-18.70513,-17.88889,-18.32873,-17.1833,-14.10499,-14.82681,-15.05594,-14.26225,-14.78532,-16.51392,-16.607,-15.6737,-13.72463,-15.37415,-13.11736
BDBJPGFE_02440 hypothetical protein,-14.8719,-14.08189,-14.72406,-12.78117,-11.60019,-11.71889,-12.35629,-11.79424,-11.94935,-12.50759,-12.81163,-12.62612,-15.8897,-11.88394,-12.37825
BDBJPGFE_02442 Lactoylglutathione lyase,-19.52536,-19.33672,-19.42617,-11.07875,-9.558751,-9.553049,-10.39017,-10.03454,-10.6836,-16.20001,-15.44516,-15.87644,-15.16969,-13.9202,-13.87471
BDBJPGFE_02443 hypothetical protein,-19.97139,-17.19877,-19.9602,-13.56599,-12.70506,-13.08255,-13.65064,-11.89283,-11.86169,-11.43525,-12.64029,-12.36877,-15.59946,-14.48478,-15.5349
BDBJPGFE_02452 Protein YnjB,-13.25873,-15.93269,-20.1105,-12.2624,-12.38424,-12.47955,-14.86295,-13.04569,-12.8587,-13.99841,-15.15238,-14.9186,-15.84442,-14.15539,-15.8447
BDBJPGFE_02458 Valine--tRNA ligase,-18.45327,-19.65492,-18.75996,-17.01794,-16.87615,-15.75818,-12.70178,-12.84868,-13.09501,-15.79832,-16.47725,-14.53332,-14.84957,-15.23971,-15.01046
BDBJPGFE_02463 Branched-chain-amino-acid aminotransferase,-19.94758,-16.24629,-15.08441,-10.00508,-10.02684,-11.65247,-11.79148,-10.39419,-10.72825,-13.32132,-14.25295,-14.02244,-14.73294,-13.40649,-15.75916
BDBJPGFE_02464 Cytosol aminopeptidase,-16.75468,-16.57672,-17.0914,-8.981705,-8.95708,-9.001022,-10.67748,-10.8705,-11.29982,-12.82273,-15.18725,-15.55115,-14.66222,-12.51267,-13.03509
BDBJPGFE_02469 Bacterioferritin,-19.20769,-18.69978,-19.52704,-9.267572,-8.246866,-9.18457,-10.68385,-10.10372,-11.26073,-11.01814,-11.26598,-10.65106,-14.99097,-14.39407,-14.84095
BDBJPGFE_02479 Glutathione-binding protein GsiB,-18.23256,-19.37858,-19.0576,-14.57877,-15.70762,-15.06927,-16.35758,-16.66133,-15.33467,-16.45568,-16.00974,-15.47683,-14.1098,-16.34939,-15.44144
BDBJPGFE_02492 Maleamate amidohydrolase,-19.45898,-19.47496,-19.34098,-15.30964,-12.83486,-12.41402,-13.72611,-14.43,-13.33645,-15.65845,-17.67422,-15.37951,-15.67034,-15.39299,-15.10941
BDBJPGFE_02539 Outer membrane protein assembly factor BamB,-15.13897,-15.14655,-16.2128,-12.92246,-12.79569,-13.57403,-12.36007,-11.97098,-11.93206,-13.07018,-13.06472,-17.70468,-16.29516,-14.42612,-14.451
BDBJPGFE_02541 Histidine--tRNA ligase,-17.92003,-17.33078,-20.22679,-15.83679,-14.66878,-16.13524,-13.83659,-13.83342,-13.91234,-16.90029,-16.9081,-15.98135,-14.6519,-15.14449,-14.37995
BDBJPGFE_02546 Nucleoside diphosphate kinase,-14.42513,-14.74524,-13.61614,-12.71759,-11.8696,-12.94648,-11.32805,-10.95725,-11.51635,-15.67297,-15.05722,-16.55544,-14.42621,-15.78447,-13.50513
BDBJPGFE_02570 Lysine/arginine/ornithine-binding periplasmic protein,-9.082782,-9.467435,-9.912073,-8.486612,-7.043449,-6.685398,-8.034371,-7.785633,-7.960821,-9.104908,-9.218013,-9.093859,-8.491311,-8.808365,-8.527809
BDBJPGFE_02577 Gluconolactonase,-18.74592,-19.38257,-19.17163,-10.76919,-10.73992,-10.28897,-12.89789,-11.85966,-13.06605,-15.76156,-16.13059,-16.81393,-15.49897,-14.69844,-14.89434
BDBJPGFE_02578 D-malate dehydrogenase [decarboxylating],-19.10987,-21.50198,-19.24734,-13.43236,-13.09541,-13.77409,-16.11214,-17.36879,-16.02903,-16.45831,-15.28946,-15.04992,-15.1135,-14.77002,-14.41581
BDBJPGFE_02591 Deaminated glutathione amidase,-17.40695,-18.21754,-19.65735,-14.73672,-15.18071,-15.73069,-16.23668,-15.51061,-15.84791,-15.87072,-16.06527,-16.42261,-14.41745,-15.1716,-14.81019
BDBJPGFE_02595 hypothetical protein,-15.69788,-15.35423,-17.66293,-15.67901,-14.95716,-16.14904,-10.64576,-11.46179,-11.79034,-13.22776,-13.88662,-12.80104,-13.55303,-12.44847,-14.17558
BDBJPGFE_02610 30S ribosomal protein S18,-19.35354,-19.04596,-20.05689,-10.19455,-10.53145,-10.33027,-9.358967,-9.031836,-9.816483,-10.72307,-15.33151,-15.25871,-14.25766,-10.59596,-14.2494
BDBJPGFE_02612 50S ribosomal protein L9,-20.38597,-14.07747,-18.62239,-10.76859,-10.04698,-10.80392,-10.25571,-9.024391,-9.812356,-12.52214,-12.3499,-15.28876,-14.9772,-11.2276,-11.50367
BDBJPGFE_02627 Membrane-bound lytic murein transglycosylase B,-19.31358,-19.14101,-18.38815,-12.00623,-12.31156,-12.65227,-13.20489,-12.90876,-13.43779,-16.426,-16.66906,-15.8506,-14.93909,-16.07183,-10.94396
BDBJPGFE_02628 hypothetical protein,-18.50018,-18.15748,-18.47918,-15.63229,-15.96376,-15.26036,-13.70101,-13.33508,-13.42803,-16.80147,-16.1888,-15.48003,-16.70638,-15.29771,-14.84328
BDBJPGFE_02631 Phosphoribosylamine--glycine ligase,-19.57308,-19.52518,-18.30587,-15.69868,-11.78237,-16.79007,-12.98226,-12.55608,-12.79723,-14.67795,-15.34706,-15.94141,-15.73524,-15.51109,-15.30837
BDBJPGFE_02643 Outer membrane efflux protein BepC,-15.18264,-16.01916,-16.31168,-11.18719,-11.73044,-11.15709,-10.37247,-10.33769,-9.264982,-11.59775,-12.04034,-11.81102,-11.57644,-12.30391,-13.00335
BDBJPGFE_02647 hypothetical protein,-6.712565,-6.596099,-6.419344,-10.31632,-11.11631,-11.47797,-9.012532,-8.458512,-8.564069,-8.885262,-8.00724,-8.488079,-10.60469,-8.385298,-9.243697
BDBJPGFE_02664 Putrescine-binding periplasmic protein SpuD,-11.63461,-12.91626,-12.97165,-9.034946,-8.976878,-9.242627,-10.30505,-10.31131,-10.37014,-11.94622,-12.23441,-15.87532,-15.93998,-12.06124,-11.59261
BDBJPGFE_02669 hypothetical protein,-11.77241,-12.396,-13.10754,-11.29635,-10.08525,-10.29925,-11.29371,-10.87366,-10.87527,-11.3445,-11.25155,-10.68553,-9.891071,-15.80181,-14.22563
BDBJPGFE_02681 Phospholipase A1,-19.43135,-17.18173,-21.79947,-15.88863,-15.04565,-16.71651,-14.20686,-12.87272,-13.58127,-17.36949,-16.11441,-17.00172,-12.19138,-14.30273,-11.91427
BDBJPGFE_02697 Thiosulfate-binding protein,-7.838386,-8.847617,-9.159568,-7.347987,-7.180979,-7.13148,-8.389266,-8.148594,-8.144422,-9.515633,-10.05387,-9.858535,-9.611209,-9.774009,-9.528005
BDBJPGFE_02703 Anthranilate phosphoribosyltransferase,-18.94926,-19.87058,-19.35428,-15.05144,-16.27867,-15.94355,-13.16389,-12.88955,-12.71572,-16.12965,-14.93158,-15.38484,-15.53052,-14.74872,-16.01497
BDBJPGFE_02709 26 kDa periplasmic immunogenic protein,-12.58482,-11.92458,-12.68047,-10.29791,-9.3635,-9.807689,-10.08486,-9.656774,-10.1411,-10.37211,-10.23446,-9.907132,-10.30383,-10.20407,-10.244
BDBJPGFE_02711 Thioredoxin 1,-12.72144,-11.18373,-20.36444,-9.505141,-8.046604,-7.701976,-7.898946,-7.169876,-7.296824,-10.14432,-17.09676,-9.203204,-9.646496,-15.48468,-14.39382
BDBJPGFE_02716 2-methylisocitrate lyase,-19.16335,-19.09224,-19.39274,-12.65821,-12.24957,-12.78949,-13.89514,-13.229,-14.23429,-16.60184,-17.66698,-17.08299,-15.46784,-14.35579,-15.11762
BDBJPGFE_02717 2-methylcitrate synthase,-18.18277,-16.75284,-18.24683,-12.89496,-12.70214,-13.32113,-10.79748,-10.91829,-11.21524,-14.72491,-13.34037,-14.08643,-14.84719,-13.09865,-16.52612
BDBJPGFE_02719 2-methyl-aconitate isomerase,-17.53187,-19.11247,-20.22231,-13.68258,-13.54488,-13.60346,-13.41196,-13.47886,-13.43003,-16.2451,-16.47014,-15.84483,-14.26898,-14.29296,-14.22389
"BDBJPGFE_02736 Ornithine carbamoyltransferase 1, anabolic",-20.23601,-19.66521,-18.20132,-12.41604,-11.74791,-11.82248,-13.42695,-13.29557,-15.97114,-16.35366,-15.65949,-14.74017,-15.14688,-15.67643,-15.0185
BDBJPGFE_02749 Long-chain-fatty-acid--CoA ligase,-17.87758,-19.38142,-19.24186,-13.25295,-11.82768,-15.0245,-12.19477,-12.6449,-13.23303,-16.49732,-15.73205,-16.31755,-12.71102,-15.10374,-15.86933
BDBJPGFE_02751 Beta-ketodecanoyl-[acyl-carrier-protein] synthase,-18.21678,-19.40784,-19.15216,-17.21797,-15.96148,-15.73642,-14.87771,-13.85267,-13.91055,-16.43671,-16.31422,-15.58838,-14.63727,-16.08562,-14.84885
BDBJPGFE_02757 Protein SphX,-8.026358,-8.118425,-8.138303,-2.745934,-2.746006,-2.791382,-5.96879,-5.908924,-5.641981,-5.14989,-5.391695,-5.216227,-4.447891,-4.451942,-4.422463
BDBJPGFE_02764 Cystathionine gamma-synthase,-18.68331,-20.36997,-18.41468,-11.98961,-11.89119,-11.66283,-12.94835,-12.56329,-12.60953,-15.27443,-17.37146,-16.31667,-15.12643,-16.46029,-16.03612
BDBJPGFE_02783 Urocanate hydratase,-19.94829,-19.193,-19.06325,-11.62351,-11.82919,-11.65541,-13.43736,-13.36814,-13.49964,-15.93215,-16.31595,-17.10064,-15.58796,-15.14966,-15.04304
BDBJPGFE_02784 Formimidoylglutamase,-20.11401,-19.12373,-19.96875,-13.6925,-13.23836,-13.68653,-16.5789,-15.60111,-15.45758,-16.82379,-17.26601,-17.10473,-15.90467,-14.8343,-13.22994
BDBJPGFE_02785 Imidazolonepropionase,-19.71826,-19.31915,-18.40709,-12.61436,-12.96563,-13.08228,-12.38445,-12.16776,-12.17121,-15.98987,-15.90868,-15.75046,-14.54485,-16.19745,-15.34748
BDBJPGFE_02805 Phthiocerol synthesis polyketide synthase type I PpsD,-18.29486,-19.20958,-19.73849,-16.27484,-15.5141,-16.00156,-17.74506,-17.70287,-18.06887,-17.37576,-15.97166,-15.89326,-15.63738,-15.48756,-16.20569
BDBJPGFE_02816 Phosphoglucomutase,-18.48093,-18.66965,-18.14372,-10.18141,-11.73441,-12.53563,-11.70944,-12.24057,-12.76529,-16.65082,-15.54741,-16.76872,-15.25136,-14.96048,-15.3201
BDBJPGFE_02825 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],-18.54923,-18.10386,-20.18851,-15.84869,-14.63058,-15.28393,-15.38161,-14.88982,-14.85976,-15.39849,-17.495,-15.56438,-16.77299,-14.3463,-14.271
