Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
JANJIKNC_01593 putative oxidoreductase,22.39202,22.38696,22.40403,19.13034,20.82069,18.96939,22.55171,22.21024,22.92709,21.91758,21.82124,21.88439,22.09346,21.87049,22.0057
JANJIKNC_01594 Nitronate monooxygenase,21.50756,20.42696,20.54472,18.17154,19.89844,18.34212,19.82602,19.86177,21.36046,19.4839,19.20433,19.28748,19.28639,20.19988,20.72642
JANJIKNC_01599 Ubiquinone biosynthesis O-methyltransferase,19.88041,19.8459,20.28929,19.23313,20.31301,19.47455,20.98176,20.60313,20.59104,19.98203,20.21442,20.50651,20.95255,21.24022,20.80499
JANJIKNC_01608 hypothetical protein,19.27989,18.21029,19.54866,19.17189,20.52811,20.50664,20.12123,19.95163,20.44516,19.53196,19.85987,19.62849,21.27407,20.63218,19.09526
JANJIKNC_01634 putative protein,22.57941,18.72169,22.07692,19.11408,20.90362,19.29064,22.46625,22.02877,23.53457,19.88802,20.14891,20.04676,21.75058,19.24401,18.52202
JANJIKNC_01639 PE-PGRS family protein PE_PGRS30,22.83957,22.73265,22.95003,25.59035,25.0367,25.28224,22.96319,22.78552,21.61401,23.46001,23.85595,24.04327,25.25364,24.74432,24.57381
JANJIKNC_01641 hypothetical protein,20.00058,19.89705,19.60791,21.48876,19.5587,21.382,18.52053,18.87917,18.23343,19.58607,19.54007,19.55533,21.53407,20.9351,20.90397
JANJIKNC_01646 hypothetical protein,24.32347,24.56784,24.41474,23.96314,20.92936,23.95234,24.22788,23.87211,23.55462,24.72609,24.62215,25.35797,25.76299,25.77804,25.68896
JANJIKNC_01652 Ferredoxin,19.04781,19.40037,18.4327,20.5665,20.02385,19.20248,21.045,21.04886,22.26902,19.67445,21.70299,21.563,19.35271,21.18622,20.50978
JANJIKNC_01659 1-pyrroline-5-carboxylate dehydrogenase 1,18.46066,18.92679,18.62074,22.79438,21.94892,25.2418,19.47094,20.13934,18.4416,19.12513,19.7563,19.68666,19.09957,19.72944,19.36348
JANJIKNC_01663 Long-chain-fatty-acid--CoA ligase,18.04617,18.63561,18.97824,18.54106,20.3051,19.87427,20.24644,20.16325,20.14383,20.11873,20.11994,19.0034,20.00062,19.59575,18.36615
"JANJIKNC_01665 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",20.88375,20.64764,20.8233,19.16665,20.15237,19.3294,21.61437,21.37999,21.58174,20.16877,20.41195,20.93546,19.09742,21.19629,19.75576
JANJIKNC_01680 hypothetical protein,21.2777,18.05545,18.55151,18.84207,20.64038,19.71271,22.40122,22.48898,22.34069,18.91392,19.50274,19.61471,21.71121,22.25917,22.30766
JANJIKNC_01690 Putative O-methyltransferase/MSMEI_4947,20.66188,20.68372,20.63316,19.4487,20.16904,19.76996,20.65045,20.2967,20.46842,21.31921,20.96733,19.27786,20.37655,20.03053,20.82602
JANJIKNC_01693 Serine protease Do-like HtrA,18.39717,19.16739,17.52611,19.30029,21.06413,20.17133,20.19172,20.47991,19.76486,19.31199,19.45457,19.66895,18.42225,19.32692,18.17482
JANJIKNC_01695 Iron-sulfur cluster carrier protein,20.89734,20.75931,20.49473,20.27549,20.37904,20.8744,20.67702,20.7021,21.42645,20.60425,21.06664,21.00415,20.95653,20.95461,20.72983
JANJIKNC_01709 NAD-dependent malic enzyme,23.21181,23.06722,23.20237,22.8682,20.85794,21.26797,23.66525,23.77696,23.61189,21.84226,22.87224,22.28785,23.07205,23.03983,23.06988
JANJIKNC_01711 Putative oxidoreductase SadH,24.64977,24.58279,24.72791,24.62204,24.50948,24.05631,24.43466,24.38469,24.28178,24.65884,24.60597,25.12005,25.14853,24.55028,25.18393
JANJIKNC_01714 Multifunctional 2-oxoglutarate metabolism enzyme,19.88057,20.93962,19.90079,20.39331,20.48979,21.15307,21.71116,22.63746,20.64165,19.16484,20.27247,19.11531,19.8152,19.93474,19.60751
JANJIKNC_01721 ATP-dependent RNA helicase DeaD,22.64867,23.27654,22.84625,19.46393,20.66109,19.60709,22.28757,22.29883,22.1121,21.83156,19.18294,22.37526,22.40458,22.45164,21.90511
JANJIKNC_01735 F420H(2)-dependent quinone reductase,20.73422,20.42941,20.82718,21.62698,20.44452,22.16907,22.01403,21.55511,21.66197,18.80316,19.70686,21.55525,21.74255,21.86348,21.67719
JANJIKNC_01742 hypothetical protein,18.91523,18.74237,18.37372,18.98471,20.50393,19.43152,20.74057,20.76093,21.7213,18.53318,20.08223,20.1046,18.91522,20.46752,20.04478
JANJIKNC_01744 Glutamate--tRNA ligase,21.88166,21.08239,21.23345,19.2388,21.13624,19.75933,21.15047,21.64628,21.9455,19.65106,19.74748,20.34009,19.34633,21.24348,18.84083
JANJIKNC_01747 Transcriptional regulator KdgR,18.6751,19.14764,18.69075,20.04089,19.4217,19.96448,20.54359,20.48562,20.50223,19.52014,19.83468,19.74023,22.45543,23.05535,22.54877
JANJIKNC_01749 3-isopropylmalate dehydratase small subunit,22.35711,22.79446,22.41189,21.62859,20.35269,23.14016,22.67519,22.4997,23.28546,19.35434,22.48451,19.50765,24.55555,24.04435,24.91173
JANJIKNC_01750 DNA-binding protein HU,28.36499,28.81287,28.62923,27.61961,27.41869,27.1062,28.70827,28.65748,27.54731,28.71466,28.78307,28.48412,29.63246,29.29467,29.8069
JANJIKNC_01760 Uracil-DNA glycosylase,19.80035,19.5583,19.46168,19.91329,20.37963,19.39273,20.3154,19.42735,20.27173,19.6643,19.98468,19.27455,20.23046,20.64006,19.52671
JANJIKNC_01762 50S ribosomal protein L28,23.78826,23.81098,23.51653,23.86599,23.73076,23.40963,23.82852,23.66579,24.4562,23.27156,24.05515,23.84048,23.54651,24.45054,23.77786
JANJIKNC_01766 putative oxidoreductase/MSMEI_2346,20.93258,20.16533,20.61396,19.68933,20.68989,20.12212,20.6868,20.71137,21.24737,20.66718,20.47199,19.47631,20.57459,20.3043,20.2867
JANJIKNC_01769 Serine/threonine-protein kinase PknE,18.41334,19.21412,18.40951,19.52545,20.05546,21.05092,20.67332,21.04534,20.60576,19.72154,19.58778,19.23573,19.71402,19.847,19.48509
JANJIKNC_01773 Phosphopantetheine adenylyltransferase,20.73546,18.19158,18.77856,20.08943,20.41618,19.45552,21.09068,20.50116,21.00772,19.74116,19.06276,19.49685,19.41563,18.87243,20.92093
JANJIKNC_01775 putative protein,24.33729,23.79808,23.79342,22.5585,22.46204,22.86835,22.82578,22.92252,22.83011,22.30669,22.40899,21.89962,22.89842,23.11494,22.52858
JANJIKNC_01782 Chromosome partition protein Smc,20.1922,21.66926,21.44779,19.8185,20.36526,20.55319,19.32419,19.60339,19.08169,19.66208,18.71634,19.44619,19.88092,19.2663,19.25665
JANJIKNC_01786 Nitrogen regulatory protein P-II,20.3705,19.04777,20.87358,20.54047,20.37342,20.36298,21.67943,21.1742,21.24696,20.43949,19.72563,19.98428,21.21247,20.79511,18.65287
JANJIKNC_01788 Signal recognition particle protein,24.31941,24.70467,24.58635,23.50531,20.09669,22.89547,24.31507,24.05457,24.81255,23.68731,23.87446,23.92007,24.55256,24.14593,24.47135
JANJIKNC_01794 putative protein,18.3712,18.63799,18.82307,18.27967,19.98247,19.28395,19.73332,19.77,20.54595,19.3868,19.56817,19.95785,18.41205,18.85991,18.90517
JANJIKNC_01795 30S ribosomal protein S16,24.2953,24.00153,24.29859,23.24165,22.83246,22.41196,23.90784,23.63755,24.30821,23.54215,23.99075,23.83865,22.53067,22.58703,22.39686
JANJIKNC_01796 hypothetical protein,18.70182,19.9198,19.29898,18.92226,21.18085,19.08654,20.74911,20.47417,21.46139,19.14514,19.3603,19.68972,19.26971,18.78179,18.9744
JANJIKNC_01800 50S ribosomal protein L19,22.09928,22.00867,21.90014,21.77764,19.47618,21.06065,22.20141,22.40491,22.62042,21.60418,21.92857,21.87264,22.01079,21.03932,22.16638
JANJIKNC_01805 Carboxymethylenebutenolidase,21.522,21.28365,21.56523,21.58719,19.92915,21.44223,20.86899,20.98378,19.9287,19.8919,21.27594,21.02722,21.87418,21.65018,21.80648
JANJIKNC_01823 Lactate 2-monooxygenase,21.61823,21.42147,21.65207,21.05966,20.23701,20.63971,20.88629,20.49453,20.96972,21.37925,21.60608,21.56639,21.55978,21.30006,21.0921
JANJIKNC_01831 30S ribosomal protein S2,25.91739,25.5254,25.70767,24.42169,23.96402,24.31437,24.88999,24.53825,25.15302,24.92823,24.88516,24.27902,23.68078,23.58061,23.4902
JANJIKNC_01832 Elongation factor Ts,24.04402,23.57173,23.94833,23.15188,23.5087,22.61083,24.43007,24.56413,25.28267,23.72713,24.15831,23.57819,22.84433,23.19624,23.19819
JANJIKNC_01841 Uridylate kinase,21.61275,21.5295,21.68987,20.24561,19.24057,21.28314,21.2727,21.20592,21.36009,19.74623,19.74304,19.50575,18.80529,19.52378,21.4707
JANJIKNC_01842 Ribosome-recycling factor,21.87703,21.15227,18.98242,21.28501,20.29664,19.48063,20.40582,21.01339,21.23515,19.19583,19.48547,19.42406,20.67418,19.02323,19.45508
JANJIKNC_01849 hypothetical protein,20.6297,20.78796,21.24991,21.26453,21.02168,21.45025,20.14009,20.27571,20.21762,19.76741,21.18846,19.85864,21.6712,21.79523,21.24144
JANJIKNC_01882 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),18.45213,18.70014,19.17682,19.09662,20.46098,19.44108,19.56549,19.40902,19.59069,19.85413,19.82556,20.03396,18.97655,19.91854,19.30484
JANJIKNC_01889 Methionine aminopeptidase 2,18.63413,18.0014,19.42659,19.47137,20.4497,18.85304,19.52717,19.54568,19.50182,19.68609,19.32015,20.11316,18.33193,19.40452,17.56242
JANJIKNC_01905 putative malate:quinone oxidoreductase,22.68119,22.39399,22.28461,21.53592,20.18065,21.76446,23.05131,22.90533,23.64384,19.31871,18.94132,20.4246,21.6086,22.05729,21.7788
JANJIKNC_01906 hypothetical protein,17.96634,18.28348,18.26228,19.42172,20.84989,19.25213,20.25914,20.07744,20.60431,19.91309,19.54082,20.04896,19.35407,19.33684,18.93428
JANJIKNC_01916 Ribosome maturation factor RimP,20.5589,20.48316,21.02965,19.48366,21.253,19.20388,20.4957,20.18071,20.77258,19.47021,20.61594,19.88173,19.63001,19.34539,20.3297
JANJIKNC_01917 Transcription termination/antitermination protein NusA,20.42532,20.60503,20.90866,19.1587,19.81746,19.87572,20.85878,20.90161,19.8313,19.62065,19.44274,19.4564,18.24597,19.43429,19.36028
JANJIKNC_01918 Translation initiation factor IF-2,20.3954,20.91816,20.40582,19.92068,20.71568,20.61387,22.17149,21.82139,21.44152,20.68372,20.31307,19.8126,20.91787,20.71616,20.32619
JANJIKNC_01924 putative enoyl-CoA hydratase echA8,23.64384,23.44316,23.74448,22.88658,20.37361,22.21398,23.66112,23.85253,23.93796,22.79935,23.02663,22.55429,22.81636,22.30335,22.83376
JANJIKNC_01925 hypothetical protein,20.26579,20.09133,18.67973,19.72319,20.2253,19.94949,21.3965,21.44859,20.02499,19.57354,19.42362,20.49678,19.19324,20.75254,19.58072
JANJIKNC_01943 30S ribosomal protein S15,23.01325,22.77495,23.35205,22.25214,22.41514,22.4425,23.39963,23.56232,23.47581,22.70187,22.17078,22.25716,22.31584,21.57094,23.12799
JANJIKNC_01945 Polyribonucleotide nucleotidyltransferase,23.04166,24.07071,23.3688,21.53236,20.72174,21.85893,25.13473,25.24743,25.06743,19.88353,22.16242,21.58197,22.3916,23.24976,23.16285
JANJIKNC_01947 Beta-lactamase,18.59155,19.1474,18.78458,19.5454,20.08073,19.35704,19.84485,19.98524,21.16294,19.03298,19.99893,19.5147,19.17366,19.82199,18.90912
JANJIKNC_01957 hypothetical protein,20.20228,20.62551,20.52325,20.31396,19.3229,20.14669,19.91911,20.01454,19.76977,19.53199,19.21156,20.61663,19.07851,19.5242,20.02147
JANJIKNC_01969 Universal stress protein,19.68156,19.07976,19.29095,18.75647,20.45552,20.13671,21.28275,21.45292,20.84965,19.25062,18.92746,20.16739,18.25896,19.55277,18.12822
JANJIKNC_01970 Universal stress protein/MSMEI_3859,22.98623,21.86321,21.59377,19.45556,19.96573,19.17021,23.83422,24.0648,24.10278,19.41587,19.4232,19.76768,22.44248,19.42339,22.17594
JANJIKNC_01971 Acetyl-CoA:oxalate CoA-transferase,20.21466,19.56882,19.87114,19.76544,20.52246,19.70323,20.31661,19.96367,20.67848,20.13485,19.92038,20.42929,19.1802,20.88859,18.45915
JANJIKNC_01973 hypothetical protein,19.20541,18.29091,19.19066,19.06689,20.19442,19.21898,18.30372,18.4926,18.32298,18.94492,19.9663,19.68397,19.33252,19.24463,19.76946
JANJIKNC_02007 Putative acyl-[acyl-carrier-protein] desaturase DesA1,21.03214,20.5816,20.39686,18.98165,21.0817,19.32975,24.5545,23.94976,23.90894,19.97561,20.76612,19.78037,20.7478,19.18846,19.49356
JANJIKNC_02010 Phosphate-specific transport system accessory protein PhoU,20.55009,20.39759,20.45774,20.22678,19.84443,21.15894,20.23946,19.86956,20.70944,19.4284,19.38718,19.88794,18.87433,21.41509,19.93989
JANJIKNC_02016 Phosphate-binding protein PstS3,18.7214,19.10605,18.13413,19.33406,19.84909,21.15382,20.24296,20.36517,20.73942,21.38546,19.82659,20.65053,20.42941,20.56384,18.68244
JANJIKNC_02018 Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,22.26216,21.99352,21.68097,18.09901,20.70446,19.01509,21.00594,21.60788,20.82811,19.48843,22.06572,18.77128,18.9863,19.35733,18.6162
JANJIKNC_02022 Putative thiosulfate sulfurtransferase,20.57487,20.77531,20.6796,20.55875,20.26632,21.00333,23.81744,23.54038,23.62645,21.54222,21.73628,20.39446,22.01011,22.307,22.05308
JANJIKNC_02023 putative protein/MSMEI_5637,21.52186,20.92868,21.2387,19.0368,20.33376,19.67829,22.33957,21.93675,23.45638,21.53578,21.42198,21.26132,21.55721,20.80751,21.33451
JANJIKNC_02025 hypothetical protein,18.84521,19.30451,20.16925,19.76702,20.23603,19.76435,19.68522,20.10482,20.0174,19.36609,19.0416,19.67848,19.60141,18.56143,18.40979
JANJIKNC_02038 Phosphoribosylformylglycinamidine synthase subunit PurL,18.39582,19.41381,18.28588,19.51279,18.79517,21.4402,21.18398,20.99348,20.52698,19.57111,19.44488,19.77751,19.21056,19.69197,18.91633
JANJIKNC_02039 hypothetical protein,19.60406,17.44729,18.94138,19.06065,19.42559,19.59739,20.20132,20.03926,20.85666,20.86537,19.34416,19.62206,19.94935,18.91731,18.62063
JANJIKNC_02040 putative M18 family aminopeptidase 2,19.93857,18.05587,18.92818,18.47267,19.95843,19.90726,20.12225,19.88907,20.01291,19.74932,20.0454,20.04277,19.98866,19.2994,18.39186
JANJIKNC_02042 Linocin-M18,21.47412,21.14849,21.32893,20.84169,20.04907,22.11559,21.71003,21.88945,21.10495,21.13402,20.85559,20.13896,21.15697,20.9789,20.72326
JANJIKNC_02046 Phosphoribosylformylglycinamidine synthase subunit PurQ,21.62319,18.64645,21.24939,20.71205,20.55068,19.04982,21.24464,21.10764,21.37565,20.8792,21.01038,18.67777,20.78261,20.78213,19.00534
JANJIKNC_02049 Hydroxyacylglutathione hydrolase,21.5121,21.26808,21.41101,18.81436,20.6201,18.98915,21.32174,21.01482,21.3315,20.09277,20.46061,20.23652,19.54375,18.49299,19.31769
JANJIKNC_02052 Thioredoxin/glutathione peroxidase BtuE,20.56867,20.10278,20.74526,21.33584,20.38627,19.74974,21.62934,21.50393,22.24264,20.97526,20.38353,20.53222,19.7346,18.34115,20.03268
JANJIKNC_02063 HTH-type transcriptional regulator RcdA,21.21679,21.82435,21.48262,18.82977,20.9815,19.20168,18.98896,18.49822,18.65537,19.6545,20.26624,19.8504,21.03705,19.68026,18.5497
JANJIKNC_02065 Phosphoribosylamine--glycine ligase,19.23131,17.94408,18.91956,21.58273,20.86017,18.76728,19.88569,19.76267,19.58591,19.81904,19.07438,20.83692,18.91499,19.46451,18.63611
JANJIKNC_02080 3-oxoacyl-[acyl-carrier-protein] reductase FabG,20.02134,19.17163,19.94578,19.21219,20.32147,18.64741,17.72347,19.03156,20.03228,19.3701,19.78294,19.66015,20.11044,19.26874,18.5595
JANJIKNC_02087 putative HIT-like protein,20.62417,20.32047,20.46692,19.99058,19.3518,19.21367,19.54706,20.11642,21.31915,19.26378,19.54558,19.51163,20.92911,20.20848,18.92895
JANJIKNC_02090 hypothetical protein,23.36853,23.37053,23.31714,19.37671,20.84267,21.42803,23.7237,23.48677,22.84743,23.34259,23.82055,24.22993,23.96983,23.67713,24.06242
JANJIKNC_02135 putative protein,18.77468,18.49153,19.45918,19.23458,20.57242,19.4364,20.50038,19.79251,21.23146,20.25257,20.26922,20.58252,19.02696,19.88868,18.97059
JANJIKNC_02149 7-alpha-hydroxysteroid dehydrogenase,19.59397,20.77973,20.62319,19.60845,19.8824,20.07822,20.33767,20.1812,20.06697,19.48112,19.52653,19.98562,19.06824,18.54914,20.14681
JANJIKNC_02157 Long-chain-fatty-acid--AMP ligase FadD28,20.30408,19.88975,19.97939,21.41669,20.72171,23.2055,20.72667,21.64394,19.53807,20.08525,20.17861,18.87349,19.8155,20.29311,20.57939
JANJIKNC_02168 Trigger factor,22.22208,22.82129,21.94535,22.50108,20.45908,19.03607,24.54126,24.89666,24.02344,21.97593,22.5866,20.37703,22.35251,21.48045,22.89502
JANJIKNC_02169 ATP-dependent Clp protease proteolytic subunit 1,18.86924,18.70966,19.55877,19.23487,20.17058,19.733,21.20502,20.8845,21.2408,19.6721,18.92426,19.2518,19.15324,18.99703,18.60137
JANJIKNC_02170 ATP-dependent Clp protease proteolytic subunit 2,21.59641,21.39294,22.2878,21.27002,20.25401,18.92773,21.79574,21.51595,21.80825,19.9445,18.92674,20.36713,21.12767,18.45542,19.12305
JANJIKNC_02171 ATP-dependent Clp protease ATP-binding subunit ClpX,19.01268,17.93474,18.41287,19.78903,20.75214,18.26618,20.84919,20.55609,20.51826,19.49246,20.88755,20.01084,19.99163,19.72668,19.28272
JANJIKNC_02176 2-oxoglutarate oxidoreductase subunit KorA,18.36116,18.7871,18.47755,20.064,20.56053,18.59634,21.29227,21.16245,20.38395,20.17014,19.45456,19.51318,19.24156,19.33943,20.12193
JANJIKNC_02177 2-oxoglutarate oxidoreductase subunit KorB,19.70663,19.23908,18.30332,19.88569,20.3209,19.80495,22.02012,21.79221,21.32466,20.56463,19.43731,19.53564,19.93655,20.10451,18.55228
JANJIKNC_02178 putative molybdenum cofactor guanylyltransferase,22.39994,22.18429,22.23348,22.18909,21.34943,21.48817,20.4801,21.40691,20.88785,21.76822,22.23786,22.17871,23.19381,23.12925,22.40759
JANJIKNC_02184 Putative trans-acting enoyl reductase,20.15413,19.25086,20.91276,18.8489,20.45068,22.14482,22.5147,22.67105,21.04106,19.50636,19.97651,20.01401,20.54292,19.43965,19.38947
JANJIKNC_02185 hypothetical protein,22.3424,22.4868,21.9347,19.57338,20.66297,19.5394,22.51227,22.71169,22.16873,22.59327,23.3306,22.64183,22.16309,22.59616,21.8358
JANJIKNC_02189 Nucleoside diphosphate kinase,23.55789,23.44947,23.49777,22.78556,22.64937,18.69975,23.86495,23.83016,24.48105,23.25202,23.63356,23.134,23.68817,23.97334,23.15674
JANJIKNC_02190 Ribonuclease G,18.62038,19.48181,18.40167,19.4379,20.41683,19.11201,20.80672,21.40961,19.8051,19.21148,19.91133,19.46158,19.8544,18.78379,19.49748
JANJIKNC_02191 50S ribosomal protein L21,24.21638,24.27056,24.43765,24.15915,20.00925,23.90903,24.52229,24.64993,25.32464,24.13798,24.35205,23.92225,24.61234,24.0481,24.3057
JANJIKNC_02192 50S ribosomal protein L27,24.51298,24.52641,24.45814,24.22155,24.55421,24.29957,25.04298,25.26349,25.22221,24.5821,25.04435,24.49656,25.21356,24.94949,25.14126
JANJIKNC_02203 Gamma-glutamyl phosphate reductase,20.23853,17.94872,19.1514,19.03004,21.09168,19.3442,20.47219,19.84508,20.24296,19.84712,20.49501,19.74727,18.64749,20.05344,19.52272
JANJIKNC_02214 hypothetical protein,19.41784,18.92291,19.5711,19.65883,20.46466,19.35002,19.2813,19.3771,19.55929,19.62598,18.91106,19.65375,18.22162,18.99102,19.11875
JANJIKNC_02215 30S ribosomal protein S20,23.89199,23.57669,23.9218,24.38805,23.99369,23.87867,25.14717,25.25028,25.32457,24.19077,24.29894,24.07014,24.87816,24.3674,24.63317
JANJIKNC_02231 hypothetical protein,20.07117,19.98787,19.3739,18.75049,20.73289,20.44916,18.13847,18.85113,19.99921,19.94377,19.81182,19.7031,19.71854,18.47466,18.87035
JANJIKNC_02248 Sulfite reductase [ferredoxin],18.29233,18.15069,19.96916,19.76496,20.84705,19.86828,21.56253,21.57764,21.69434,19.71441,19.74546,20.15708,19.48183,19.65141,18.47128
JANJIKNC_02264 Chaperone protein DnaJ 2,18.83067,18.29638,18.76231,19.28933,20.42488,20.30654,19.03249,18.60502,19.14353,18.95341,20.58078,19.59894,19.78531,19.42388,18.51745
JANJIKNC_02266 PhoH-like protein,20.96564,20.75075,20.77088,19.48228,21.08641,18.94139,21.34819,21.13765,21.84437,19.84259,21.43751,19.87225,21.27549,18.84969,18.68205
JANJIKNC_02271 Putative amidase AmiA2,18.52129,19.14886,19.15275,18.91867,20.5443,19.86283,19.89699,19.94249,20.61261,20.0246,19.47329,19.69273,18.57832,18.97558,19.27555
JANJIKNC_02278 Glycine--tRNA ligase,19.37355,18.45182,18.97846,19.07544,20.13673,19.93368,21.21703,21.6313,21.2067,20.80014,18.8602,20.07513,18.99879,19.13829,18.01179
JANJIKNC_02279 hypothetical protein,18.97561,18.75392,19.31538,19.34246,20.54891,22.31705,21.41859,21.34354,20.67883,19.57856,19.93892,20.05577,18.61566,19.66525,18.07014
JANJIKNC_02285 hypothetical protein,19.34759,21.08661,21.17103,19.76799,20.76379,20.98176,20.6479,20.84238,20.27606,19.36091,18.44793,19.6216,21.27759,18.69923,21.17042
JANJIKNC_02286 Putative lipoprotein LppP,19.18378,19.03395,17.82736,18.88244,20.05084,20.59876,19.24971,19.0962,18.76422,18.9563,18.99007,19.43402,18.25829,18.25556,20.03273
JANJIKNC_02287 Acryloyl-CoA reductase (NADH),20.45533,20.47229,20.21869,21.80676,20.63012,22.48621,21.01808,21.03396,19.9095,20.41864,18.5706,19.93253,18.91854,20.58646,20.09068
JANJIKNC_02317 Acetamidase,21.44794,21.32257,21.67633,21.40452,22.29449,21.68269,21.93697,22.02624,20.41875,20.66561,19.55754,20.41516,22.22794,22.99866,22.10313
JANJIKNC_02319 putative propionyl-CoA carboxylase beta chain 5,18.85637,19.18281,20.0997,18.93859,20.72581,20.18521,21.93103,22.12893,21.70809,19.51154,19.27078,20.32258,19.77995,21.52521,18.49261
JANJIKNC_02329 N5-carboxyaminoimidazole ribonucleotide synthase,19.53975,18.39283,18.4245,19.26377,20.44377,19.79399,19.31487,19.42452,19.89683,19.66977,19.66594,19.4024,19.82297,19.25096,19.715
JANJIKNC_02330 N5-carboxyaminoimidazole ribonucleotide mutase,19.91162,18.76609,19.31345,19.43916,20.94164,18.824,19.24621,19.08236,19.13493,19.53584,18.94447,20.52795,18.71937,18.92835,20.18658
JANJIKNC_02331 Putative mycofactocin biosynthesis transcriptional regulator MftR,19.49067,18.42287,19.16545,18.58321,21.57931,19.85827,20.56039,20.70329,21.8861,20.85981,19.56837,19.04563,19.72578,19.18344,18.49692
JANJIKNC_02332 putative acyl-CoA dehydrogenase fadE25,18.88124,20.60684,20.83961,20.22645,19.5961,21.38374,23.54875,23.8798,24.90288,21.94674,21.24557,21.30396,19.06012,19.58402,19.43795
JANJIKNC_02337 D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase,19.78614,19.00274,19.80199,19.26456,20.55772,19.32059,19.54682,19.75437,19.35331,20.23726,19.14359,19.71861,19.46883,19.73679,19.19352
JANJIKNC_02344 Phosphomannomutase/phosphoglucomutase,24.16292,24.14172,24.23732,23.1528,23.06787,22.98956,23.31091,23.12611,23.21533,20.14795,22.88727,20.01341,23.27227,23.96279,23.38021
JANJIKNC_02354 putative HTH-type transcriptional regulator,18.92319,19.40188,18.60351,19.68252,20.03645,19.72478,19.76307,18.56327,19.71783,20.17487,19.90858,19.1583,20.59823,20.45232,20.52009
JANJIKNC_02355 Adenosylhomocysteinase,19.60489,18.67999,19.18524,19.62042,20.55206,22.00535,23.33347,23.30368,21.73901,19.56157,19.70778,19.67227,19.88731,18.61119,19.09262
JANJIKNC_02357 hypothetical protein,21.23865,22.61399,22.00227,19.24804,20.74895,21.64333,21.5523,21.63595,21.28365,21.43089,18.96909,19.52084,22.30037,21.6963,22.18456
JANJIKNC_02360 Thymidylate kinase,18.7939,19.10242,19.33264,18.9023,20.3168,19.66304,20.68097,19.7644,20.77185,19.70161,19.70252,19.20115,19.39923,19.55255,18.31056
JANJIKNC_02361 DNA-binding response regulator MtrA,23.28461,23.25667,23.64988,21.99248,21.85144,22.47415,22.96649,22.78706,22.55037,22.35925,22.57522,21.94271,22.81662,22.67178,22.67416
JANJIKNC_02365 Ribosome hibernation promotion factor,17.79385,17.85927,18.81828,20.15662,21.04518,19.21213,18.96795,18.77838,18.59762,19.49171,19.75673,19.55017,19.78311,19.34571,18.15137
JANJIKNC_02366 Protein translocase subunit SecA 1,20.74493,21.56267,19.74614,21.12048,20.77125,22.21125,22.18392,21.82582,20.83908,19.46462,19.22016,19.8089,21.08732,21.46533,20.37878
JANJIKNC_02368 putative diacyglycerol O-acyltransferase tgs3,20.54161,20.08486,20.86914,19.9686,20.38372,18.65799,17.84851,18.5398,20.30419,19.70418,19.68719,19.45663,18.88932,18.41549,19.9539
JANJIKNC_02392 hypothetical protein,18.79987,18.40227,18.88166,19.26781,20.72143,20.07938,19.85567,20.21549,21.32844,21.03185,19.63007,19.64707,18.78656,22.18961,19.27219
JANJIKNC_02403 putative protein,17.99159,20.91123,20.62453,19.79179,21.2761,20.32158,20.61081,20.35799,20.55441,20.22588,20.87478,20.75792,18.10657,20.77411,18.6682
JANJIKNC_02406 ATP-dependent RNA helicase CshA,22.11461,22.16512,21.99793,19.72606,19.76962,19.56383,21.7534,21.60173,21.6865,18.50757,21.82489,21.91528,20.95056,21.70885,20.91276
JANJIKNC_02409 hypothetical protein,20.92448,20.33243,18.70732,20.21573,20.87783,19.57727,21.21152,20.57561,21.82668,20.2749,20.81088,20.29008,20.52028,21.21827,20.39958
JANJIKNC_02410 HTH-type transcriptional repressor KstR2,20.48335,20.56783,21.00258,21.09165,20.70734,20.54038,20.07731,20.48188,20.35402,20.02073,19.26736,19.46107,19.62142,18.77862,18.99378
JANJIKNC_02413 hypothetical protein,20.4139,20.3672,20.64746,17.78852,19.75305,19.39999,20.35423,20.40748,20.44506,20.42193,19.00634,19.85662,18.80652,18.51817,20.36271
JANJIKNC_02422 NADH pyrophosphatase,19.24177,19.28437,19.46571,19.30656,19.62487,19.64135,18.87192,18.60957,19.04921,18.71163,18.99386,18.98822,18.99471,19.02286,19.14418
JANJIKNC_02427 Decarboxylase NovR,18.76498,18.17542,19.12453,19.50888,19.13568,19.34979,21.92506,21.48409,22.26496,19.99903,20.5492,19.98679,18.8241,19.30954,19.50434
JANJIKNC_02428 4-hydroxy-tetrahydrodipicolinate synthase,18.04521,19.1536,19.00138,19.24544,20.82788,19.85884,24.11497,23.50531,23.91698,19.93684,20.13737,19.99331,18.89894,19.22831,22.47756
JANJIKNC_02430 hypothetical protein,18.9903,19.53896,19.65998,19.08791,20.6165,19.94868,20.19568,19.99604,20.37337,19.51884,19.33001,19.02273,19.05057,19.41184,19.98496
