Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_02699 NADH dehydrogenase,27.63658,27.70859,27.10189,25.92289,25.315,25.35555,24.79675,25.15781,24.56882,23.98909,25.63652,24.693,24.44839,25.76355,25.37964
BDBJPGFE_02703 Anthranilate phosphoribosyltransferase,26.79476,27.09275,26.796,25.02235,25.13725,24.74399,24.2165,25.51441,23.00688,25.12092,24.28919,25.5728,25.2978,26.89954,24.50086
BDBJPGFE_02704 Indole-3-glycerol phosphate synthase,28.30069,28.39419,27.96587,24.40125,24.60423,25.25602,25.11033,25.24391,25.74701,24.43349,25.48333,23.85954,25.60932,24.53396,24.52725
BDBJPGFE_02705 putative protein,26.59776,26.80698,26.71594,26.27343,26.59206,26.5445,27.4574,27.07623,27.18527,24.17373,27.35473,27.02359,27.1776,26.92739,26.80255
BDBJPGFE_02708 Serine--tRNA ligase,30.08626,29.80627,29.88938,29.33356,28.77172,28.73651,29.04721,28.92499,29.22,29.51912,29.45411,29.25968,28.64103,29.61263,29.48713
BDBJPGFE_02709 26 kDa periplasmic immunogenic protein,30.90167,30.80908,30.79095,31.73937,31.58871,31.45341,30.96444,30.9531,30.77753,30.98101,30.84558,30.74671,30.90405,30.93354,31.09043
BDBJPGFE_02711 Thioredoxin 1,29.97145,30.18009,30.41256,29.20231,28.7943,29.07309,29.50313,29.92252,30.01585,29.7342,29.93523,29.52694,29.46573,30.12952,29.84636
BDBJPGFE_02712 HTH-type transcriptional regulator CysB,29.54722,29.58581,29.64312,28.28894,28.50105,28.60074,28.317,28.13281,27.93461,28.51852,29.00961,28.81231,27.92025,29.01252,28.18844
BDBJPGFE_02713 Phosphoadenosine phosphosulfate reductase,29.56576,29.44075,29.77475,25.72127,25.51213,24.57527,26.19774,26.52411,26.32126,26.9536,26.603,26.536,25.71607,26.87232,26.41269
BDBJPGFE_02716 2-methylisocitrate lyase,27.90862,27.97104,27.83413,28.54514,27.85638,28.49033,27.78569,27.8925,27.69126,28.06574,27.99636,27.47977,25.88263,27.84182,28.18966
BDBJPGFE_02717 2-methylcitrate synthase,30.12583,29.82052,30.03774,30.92344,30.84004,30.92529,29.89685,30.0189,30.06201,30.18234,30.06265,30.05982,29.89305,30.14601,30.04062
BDBJPGFE_02718 Aconitate hydratase A,28.33364,28.03228,27.60823,28.05972,27.54797,27.9026,27.90896,27.3119,27.77423,28.29119,28.19291,27.87906,27.81458,28.13663,27.88646
BDBJPGFE_02719 2-methyl-aconitate isomerase,27.07245,26.92558,26.90896,27.24091,27.13418,27.01882,25.90323,26.39869,23.83078,26.46298,26.59335,26.43156,26.15434,26.64801,26.69259
BDBJPGFE_02720 2-methylcitrate dehydratase,23.96594,23.05354,23.72739,27.10159,27.23489,26.40609,25.91476,25.07422,26.28954,26.37262,24.10647,24.06552,24.37705,24.32785,25.36324
BDBJPGFE_02722 Orotidine 5-phosphate decarboxylase,27.30826,27.39811,27.26973,24.11565,25.70841,25.1716,24.57016,24.89741,24.46758,24.62678,25.52607,24.03222,23.71444,24.31575,26.15319
BDBJPGFE_02725 Integration host factor subunit beta,27.4993,27.01744,27.43603,26.60229,26.26171,26.27204,26.15669,25.49926,26.58706,27.10059,26.61765,26.88227,25.95513,26.53991,26.97891
BDBJPGFE_02728 L-aspartate oxidase,26.17649,26.37898,26.32643,24.69531,25.47152,24.11608,24.354,25.75285,24.74156,24.1345,23.38703,23.73513,24.74199,24.53034,24.35345
BDBJPGFE_02733 UvrABC system protein C,25.92059,26.30475,25.65281,24.49216,25.20757,24.19135,24.0631,23.18127,25.17819,24.78931,23.87928,23.93559,25.64038,24.50441,24.42243
BDBJPGFE_02734 Response regulator GacA,25.04427,24.47723,24.92189,24.63259,23.47446,24.89851,25.03156,22.89109,24.07367,24.87281,25.20074,23.59204,25.4938,25.45696,23.41488
"BDBJPGFE_02736 Ornithine carbamoyltransferase 1, anabolic",27.26624,27.32208,27.37501,24.46482,24.34174,26.9546,25.07892,24.77826,24.70572,24.18109,24.66517,23.74962,25.07985,27.1038,24.05326
BDBJPGFE_02737 Glutaredoxin 4,27.84799,27.51232,27.87273,23.80746,25.26643,26.03093,24.38252,24.87556,25.34657,24.51381,24.52253,25.39482,26.02197,24.81174,24.42217
BDBJPGFE_02739 DNA polymerase III subunit tau,27.22288,27.20144,27.14618,24.77152,25.7811,25.44225,23.29316,24.99311,24.68646,24.22351,23.65162,24.84371,26.21291,25.1581,24.80479
BDBJPGFE_02742 Ribonuclease D,24.69456,24.9566,24.4821,24.71011,24.46295,25.1596,24.44691,24.09238,23.42426,23.55626,24.49198,23.59243,26.14534,25.17761,24.91109
BDBJPGFE_02746 Dipeptidyl aminopeptidase BI,24.1439,24.05829,23.84297,24.76029,25.50012,25.89985,24.69016,25.13397,24.26968,23.7315,25.59188,25.44925,24.3682,25.40867,23.86979
BDBJPGFE_02749 Long-chain-fatty-acid--CoA ligase,30.38216,30.57804,30.44737,31.72611,31.7823,31.67089,31.07272,30.87078,31.06599,30.82722,30.96161,30.94998,30.88416,30.89779,31.02459
BDBJPGFE_02750 hypothetical protein,26.87584,26.46908,26.29941,25.09358,24.83079,24.82267,24.78355,24.84277,25.2564,25.25343,23.91355,23.70331,25.42188,24.33102,25.58009
BDBJPGFE_02751 Beta-ketodecanoyl-[acyl-carrier-protein] synthase,27.60392,27.69929,27.97564,27.28162,26.27138,24.60795,26.07655,26.87232,26.96818,26.61344,24.05547,26.83689,26.43511,26.88937,26.34015
BDBJPGFE_02752 putative phospholipid-binding lipoprotein MlaA,26.63713,26.00191,26.6465,27.03297,24.17613,24.68185,24.95136,26.79922,26.79761,26.72845,26.94134,27.44372,25.2494,27.41111,26.61891
BDBJPGFE_02757 Protein SphX,29.2651,29.15502,29.2258,33.78751,33.69156,33.15655,32.17819,32.34133,32.28841,31.91833,31.84161,31.97134,31.68027,31.6317,31.90645
BDBJPGFE_02759 Phosphate transport system permease protein PstA 1,24.42205,24.00024,23.69851,26.82736,27.40186,26.42795,23.89815,25.00856,23.49339,23.94291,24.1748,25.90428,24.46109,26.55465,23.86958
BDBJPGFE_02760 Phosphate import ATP-binding protein PstB,24.08103,24.99524,24.67185,27.60611,25.13002,25.68488,24.67781,24.59451,24.04228,24.8147,23.60382,24.6374,25.54308,24.93058,23.99145
BDBJPGFE_02764 Cystathionine gamma-synthase,28.65031,28.24848,28.99464,26.00693,27.26955,27.40908,26.90587,27.52275,27.65867,27.56165,27.2338,27.30243,26.36033,27.02126,27.58241
BDBJPGFE_02771 Acetyl-CoA acetyltransferase,28.72556,29.07625,27.93258,27.6095,24.5535,28.45685,23.29291,27.6293,26.10303,27.4346,24.36069,27.48938,24.6642,27.48731,27.64822
BDBJPGFE_02773 Acetyl-coenzyme A synthetase,27.59868,27.63554,27.59349,29.46918,30.00263,29.50167,28.45662,28.16346,27.91832,28.40653,28.20862,22.88226,27.69929,28.1355,28.79228
BDBJPGFE_02782 Histidine ammonia-lyase,26.13022,26.3205,26.30363,26.34542,27.29421,27.33731,27.63381,27.03946,27.64031,27.13232,27.29413,26.8749,25.94193,27.04156,27.78444
BDBJPGFE_02783 Urocanate hydratase,26.56985,26.44512,26.38281,27.97869,27.74201,27.60738,28.03286,28.10164,27.94336,27.86756,28.04333,28.18579,28.20886,27.98359,28.06281
BDBJPGFE_02785 Imidazolonepropionase,25.69965,25.62656,25.53029,26.59875,26.53597,26.15018,27.56267,27.56311,27.3692,27.30973,27.74919,27.056,27.00731,27.55604,27.52746
BDBJPGFE_02805 Phthiocerol synthesis polyketide synthase type I PpsD,29.92139,29.87508,29.7378,27.72501,25.29358,27.16058,28.02501,27.9969,28.03559,27.9015,28.35317,27.83665,28.27822,28.51171,28.02723
"BDBJPGFE_02806 4-hydroxy-2,2-bipyrrole-5-methanol synthase PigH",25.46485,25.31306,25.4821,24.88427,26.18289,25.09855,25.36199,24.12277,24.4326,24.60055,24.98911,25.40967,26.03386,24.07598,24.22408
"BDBJPGFE_02810 3(2),5-bisphosphate nucleotidase CysQ",26.69578,27.14928,27.04989,24.31017,25.51546,24.84802,24.5487,23.91061,23.797,24.91868,24.50803,27.12544,24.41643,24.13634,25.34782
BDBJPGFE_02811 Bifunctional enzyme CysN/CysC,30.62767,30.35982,30.14674,26.75888,25.45281,25.91398,25.15665,26.13185,25.81656,26.56647,25.35037,26.15632,25.40911,26.80686,28.00876
BDBJPGFE_02812 Sulfate adenylyltransferase subunit 2,27.49412,27.80821,27.51713,26.82833,24.50131,24.98282,24.21919,24.81813,23.80527,23.87993,25.48148,24.78871,24.60278,23.69898,24.80487
BDBJPGFE_02816 Phosphoglucomutase,28.95369,29.039,29.0147,28.58079,28.36135,27.20751,27.86408,27.85234,28.12065,28.24036,28.25264,27.73982,24.74615,28.42934,28.77043
BDBJPGFE_02819 Chondroitin synthase,25.86872,25.85305,25.43059,26.07694,26.22898,26.02753,25.53433,25.4964,25.58107,25.76175,25.80713,25.54807,25.17687,25.64526,25.74348
BDBJPGFE_02820 hypothetical protein,26.64279,27.08172,27.09356,26.76838,26.14987,27.20182,24.14593,25.87867,25.85526,26.54556,25.78124,26.37411,26.18026,26.70293,26.35731
BDBJPGFE_02821 hypothetical protein,27.7911,27.22214,27.70372,27.19948,25.59935,27.43595,26.6381,26.88809,26.85448,26.66316,26.75417,26.52094,25.05978,24.61554,23.51427
BDBJPGFE_02824 Putative glycosyltransferase EpsH,24.7603,25.57574,25.85621,25.59154,23.95177,24.82989,24.49025,24.79858,23.93097,24.71762,24.23092,25.0449,24.45823,25.32469,23.75357
BDBJPGFE_02825 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],29.7631,30.22883,29.73797,25.23373,24.77358,25.59942,31.52846,24.59705,28.66234,28.43201,28.18338,31.53269,24.60943,28.8249,29.18362
BDBJPGFE_02829 hypothetical protein,24.91707,24.87685,24.97885,25.30886,25.38,25.22142,25.00751,23.96463,23.90547,24.374,24.87209,25.72048,25.33989,24.99423,25.15393
BDBJPGFE_02831 GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase,27.21827,27.26714,27.22361,28.75913,25.85796,24.7695,28.18929,28.1716,28.4956,25.1493,23.06952,25.27673,24.63318,28.38336,25.31156
"BDBJPGFE_02832 GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase",25.36443,26.10945,25.5186,25.78511,26.02407,26.12755,25.19865,25.47186,25.0488,23.80994,24.36402,26.35941,24.11842,26.13655,26.86041
BDBJPGFE_02833 hypothetical protein,26.91056,26.44944,26.13923,26.74957,25.81042,26.21935,25.31306,26.26404,25.90926,25.89087,24.92299,25.45723,24.72044,26.64031,25.52993
BDBJPGFE_02834 hypothetical protein,25.24934,25.1507,25.66758,24.73576,25.12674,25.54716,24.22717,24.92577,25.88077,23.16662,25.10382,23.6575,24.47878,24.8993,24.99295
BDBJPGFE_02835 UDP-glucose 4-epimerase,28.57395,28.59238,28.76661,27.26767,26.21969,26.93719,27.88931,27.6327,27.97689,28.07699,27.22223,27.89672,27.42614,27.88309,27.5241
BDBJPGFE_02836 hypothetical protein,26.69697,25.51424,25.65507,26.23369,28.33317,24.22091,25.83622,26.50873,26.59989,26.4129,26.00992,23.28288,24.0953,25.83949,27.12573
BDBJPGFE_02838 hypothetical protein,32.23424,32.1498,32.17641,31.65655,31.34133,31.31581,31.48477,31.33447,31.51093,31.73263,31.53185,31.5832,31.05187,31.94643,31.62715
"BDBJPGFE_02839 UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",31.73659,31.70359,31.69395,31.26858,31.10961,31.184,31.04479,31.12866,31.09093,31.18913,30.9322,30.92741,30.82221,31.14947,31.1222
BDBJPGFE_02840 hypothetical protein,25.12998,26.12896,24.91598,23.78133,25.60219,25.42774,24.5773,23.66912,24.83272,24.82684,25.96671,24.85429,24.42546,25.36213,23.58983
BDBJPGFE_02841 Chromosome partition protein Smc,25.27927,25.26173,24.92461,25.33647,24.82108,25.52791,23.53915,25.23919,24.27509,24.43594,22.8059,25.55242,24.4698,23.63849,25.54601
"BDBJPGFE_02844 dTDP-4-dehydrorhamnose 3,5-epimerase",27.51983,27.32251,27.68358,24.97947,24.47305,24.71727,25.0823,24.52241,24.60503,26.88948,26.35414,27.60604,25.18049,25.08291,24.63304
BDBJPGFE_02846 hypothetical protein,28.31941,28.46236,28.22011,28.31294,27.90575,28.15345,27.72533,27.29141,27.07439,27.65895,27.73686,27.85115,27.47653,27.88768,27.82299
BDBJPGFE_02847 Glucose-1-phosphate thymidylyltransferase 2,28.29973,28.19493,28.05238,27.88873,27.6126,27.99221,27.69192,27.75888,27.75964,27.7026,27.83653,27.68485,27.56943,27.87619,27.86089
BDBJPGFE_02848 dTDP-4-dehydrorhamnose reductase,27.13506,27.25205,27.18839,25.20194,25.26232,24.69287,25.14731,23.59635,27.55362,24.6749,23.60879,25.29066,27.05579,23.83655,24.46544
"BDBJPGFE_02849 dTDP-glucose 4,6-dehydratase 2",28.435,27.77505,27.31129,27.61063,27.81195,27.62819,27.45442,27.59121,27.59726,27.82657,27.3195,26.964,27.47297,27.69139,27.63339
BDBJPGFE_02850 Polysialic acid transport ATP-binding protein KpsT,25.09985,24.94244,25.21804,24.6666,25.1333,23.73576,25.07169,25.0805,23.85399,24.71239,24.32442,23.872,25.11008,23.84642,24.19776
BDBJPGFE_02851 Ribonuclease,27.4263,27.33671,27.15422,27.06476,24.53017,25.91319,23.83781,24.72066,27.6336,27.50196,27.11951,26.9428,25.46375,27.29649,24.20399
BDBJPGFE_02854 Chromosome partition protein Smc,27.30121,26.83207,26.82287,26.72325,24.84713,25.72068,24.1395,25.83203,26.34291,25.55374,25.31558,24.27696,26.24473,24.33681,26.1813
BDBJPGFE_02856 Polysialic acid transport protein KpsD,30.40253,30.06098,30.1294,30.55655,30.82464,30.77258,30.45758,30.39581,30.67126,30.48232,30.44114,30.35437,30.20198,30.36234,30.49362
BDBJPGFE_02859 Outer membrane protein YedS,36.41732,37.00494,36.83104,37.15691,37.575,37.15644,37.95166,38.15658,38.07711,37.43162,37.44216,37.47599,37.4444,37.34741,37.31664
BDBJPGFE_02860 RNA chaperone ProQ,28.63419,28.54624,28.31047,27.15875,27.02052,24.67683,27.85174,27.82031,27.46731,26.73299,27.60159,27.3333,27.24109,27.23078,26.77291
BDBJPGFE_02861 Dihydrofolate reductase type 3,26.36601,26.42071,26.62199,24.27819,25.51772,26.10205,23.22004,25.15219,23.67904,24.1307,24.37135,24.68295,25.67516,24.79449,26.32749
BDBJPGFE_02869 Phosphoenolpyruvate-dependent phosphotransferase system,30.2878,30.38474,29.90067,28.02554,28.46287,28.4103,28.47018,28.76335,28.59758,27.34011,28.19789,27.87168,28.55065,27.861,28.01903
BDBJPGFE_02871 putative phosphatase,24.69413,24.87708,24.32889,24.62424,24.66779,24.76295,24.44311,24.35498,24.96216,25.25583,25.1056,24.82354,25.90099,24.46561,24.34259
BDBJPGFE_02874 Malate dehydrogenase,32.47054,32.55298,32.71071,31.54862,31.87928,31.89009,31.95029,32.22041,31.94021,32.25434,32.2931,31.89912,31.72655,32.21318,32.30905
BDBJPGFE_02877 Regulator of sigma D,25.99822,26.112,25.83627,24.99348,24.30354,25.16276,24.03661,24.565,24.02552,24.92596,24.51549,26.44295,23.75504,23.85259,23.17399
"BDBJPGFE_02884 Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",28.00233,27.87144,28.00469,28.50359,28.15721,28.44857,28.24636,28.41583,28.38574,28.61136,28.48784,28.15282,28.30417,28.45018,28.25966
BDBJPGFE_02891 Carboxylesterase NlhH,26.84242,26.87654,26.45599,23.89196,25.1698,24.8203,24.01756,25.77994,25.82733,24.50494,24.10154,24.54847,25.15952,24.98129,24.8394
BDBJPGFE_02893 Glutamate--cysteine ligase,29.94531,29.99281,29.30171,26.92671,25.25278,25.9283,26.10633,25.67052,25.73053,26.82153,27.71201,27.42134,25.17634,27.33807,27.11872
BDBJPGFE_02894 Protein YhgF,28.39987,28.2035,28.68305,24.99572,24.21031,25.21819,24.61196,24.94661,24.43417,25.13567,24.66364,24.52612,24.85716,27.62923,26.91194
BDBJPGFE_02897 (S)-mandelate dehydrogenase,25.73725,25.87577,25.71256,24.6281,24.77782,25.55708,24.59881,24.69327,24.25848,25.26523,24.8693,23.30945,24.51973,25.37016,24.19168
BDBJPGFE_02899 Phosphoenolpyruvate carboxykinase (ATP),32.72625,32.69372,32.6007,30.52673,30.14334,30.44372,31.55522,31.68453,31.59473,31.69341,31.85805,31.7087,31.46485,31.97818,31.85062
BDBJPGFE_02900 33 kDa chaperonin,27.19254,26.99108,27.33637,24.58722,24.43054,24.21508,24.46657,25.39268,25.25966,24.82318,24.43049,24.90825,25.54298,24.13917,25.61156
BDBJPGFE_02901 Heat shock protein 15,23.09505,23.3009,23.81997,24.58741,25.20025,24.97137,24.35475,24.23888,24.65852,23.64443,24.38573,25.22458,25.04112,24.56178,24.83739
BDBJPGFE_02903 ADP compounds hydrolase NudE,26.57206,26.0047,26.27755,24.14817,24.69179,25.2705,24.75584,24.46977,25.7187,23.67307,25.28587,24.91635,24.90206,24.95074,23.7378
BDBJPGFE_02904 putative oxidoreductase YdgJ,29.97801,29.2693,29.51424,27.11386,25.10552,27.70872,25.6021,28.72553,23.91879,26.23358,25.64083,25.25814,26.03372,25.75476,26.01945
BDBJPGFE_02905 Dihydroxy-acid dehydratase,31.00899,31.17516,30.95213,26.44695,26.49913,26.491,29.22672,29.09446,29.09625,28.4677,28.55691,28.99156,28.02475,29.33398,28.80996
BDBJPGFE_02907 Methyl-accepting chemotaxis protein II,28.70872,28.73863,28.60141,29.03205,28.84927,28.77332,28.95108,28.62965,28.82796,28.79761,28.54304,28.72032,28.61347,28.6001,28.65969
BDBJPGFE_02908 Lon protease,29.543,29.48572,29.18414,30.18577,30.17093,29.69211,29.7951,29.87188,29.8618,29.67721,29.50148,29.72016,29.49671,29.66313,29.71486
BDBJPGFE_02912 Transcription antitermination protein NusB,26.86112,26.68966,26.61681,24.04561,25.47851,25.49602,24.19794,24.95593,25.9018,26.2457,26.43461,26.13236,25.01053,26.13305,25.07044
BDBJPGFE_02914 Riboflavin biosynthesis protein RibBA,27.84098,28.53156,27.98625,27.06692,24.72617,26.79439,25.80782,26.04264,25.07957,26.86738,23.73446,24.91962,25.96585,26.71908,24.56932
BDBJPGFE_02915 Riboflavin biosynthesis protein RibD,24.61757,24.93755,24.85448,22.73802,24.05984,24.45457,23.97895,25.87816,24.55941,23.88355,24.27515,24.73476,25.13819,24.32785,23.94956
BDBJPGFE_02917 Glucosylglycerate phosphorylase,25.20803,25.24829,25.18022,24.31169,24.51706,24.37202,24.69613,24.70969,25.13908,23.72252,24.87665,24.92985,25.05484,24.6922,24.32227
BDBJPGFE_02926 Serine hydroxymethyltransferase,24.74439,23.95013,23.86536,25.41613,25.57649,25.42044,24.58301,24.77472,25.15858,24.34933,24.49379,24.04927,26.14991,25.15327,24.0148
BDBJPGFE_02927 NADH oxidoreductase HCR,24.89868,23.61183,23.69785,26.38253,24.33619,24.85856,23.77646,24.25652,25.03015,23.71717,25.09105,23.77143,25.48312,24.60465,25.23808
BDBJPGFE_02933 Glutathione-independent formaldehyde dehydrogenase,26.07588,24.51756,23.69463,30.69826,30.60691,30.31948,29.36188,29.63319,29.22232,28.08512,23.57504,27.44735,26.87631,26.67734,27.39018
BDBJPGFE_02941 hypothetical protein,23.85131,23.02645,23.80998,29.2181,29.38004,29.43774,27.1487,27.12869,26.94134,24.08538,23.99231,23.71282,25.52324,23.841,24.62212
BDBJPGFE_02950 NADP-specific glutamate dehydrogenase,28.67765,27.48339,28.36582,24.62072,25.19114,25.09441,23.93012,26.22711,25.66865,24.17933,26.14458,24.13351,25.35527,26.05676,23.9778
"BDBJPGFE_02954 1,2-epoxyphenylacetyl-CoA isomerase",24.43678,23.07589,24.33296,26.3574,26.55617,26.28524,24.74075,24.62339,24.77382,24.89799,24.05729,24.98232,24.70631,23.07191,24.7276
BDBJPGFE_02957 Phenylacetate-coenzyme A ligase,27.38944,27.41248,26.98218,28.41712,27.85025,27.8481,26.8381,27.18952,27.19526,27.55662,27.90093,27.63402,27.03307,27.84176,28.31181
BDBJPGFE_02961 Ectoine/5-hydroxyectoine-binding periplasmic protein UehA,26.20974,25.97922,26.5495,26.44373,24.40785,23.6665,27.45764,26.99776,26.49774,27.02855,26.79054,26.83521,25.27612,27.09758,26.99669
BDBJPGFE_02969 Bifunctional protein PaaZ,26.4314,26.02378,27.18764,28.70164,28.98549,28.87564,27.49312,27.85816,26.69126,27.81855,27.87314,27.42894,25.01654,27.54045,27.70233
BDBJPGFE_02987 Outer membrane transporter protein TsaT,23.51976,23.30607,26.24325,27.17855,25.09344,27.88507,27.74432,28.26127,27.95964,28.38055,27.92937,26.97432,25.9887,27.68846,27.71155
BDBJPGFE_02992 putative D-xylose utilization operon transcriptional repressor,24.77017,24.84173,25.01682,25.96436,26.12317,25.73535,24.54193,24.78903,24.3187,24.3517,23.56069,25.04765,25.26441,25.75351,25.58866
BDBJPGFE_02993 NAD/NADP-dependent betaine aldehyde dehydrogenase,25.28863,25.79479,25.63531,23.63952,24.64546,26.23635,25.49927,26.09979,26.11769,26.25063,24.07727,25.57669,24.84635,23.8605,26.00335
BDBJPGFE_03011 NADPH-dependent reductase BacG,22.22039,26.04691,25.15681,25.60382,25.21083,24.57622,25.98644,26.41406,25.93753,25.80299,26.20929,26.08501,26.26601,25.86672,26.15958
BDBJPGFE_03051 hypothetical protein,30.63694,30.81115,30.46587,29.13048,28.18674,28.10869,28.86762,29.13472,29.0139,29.24597,29.56258,29.75224,28.68438,29.59685,29.26331
BDBJPGFE_03056 3-keto-5-aminohexanoate cleavage enzyme,25.25947,25.62017,25.45967,25.48219,24.13462,26.88579,23.69965,23.75793,25.65141,25.36566,23.67492,24.95958,24.53152,23.764,24.12845
BDBJPGFE_03058 Pyridoxal 4-dehydrogenase,24.40678,23.28757,24.26885,24.317,23.98211,25.50952,24.73283,24.93332,25.45312,24.70282,23.2899,24.21121,25.28182,24.40646,24.40373
BDBJPGFE_03062 HTH-type transcriptional regulator McbR,25.12372,25.10221,24.73598,23.7401,26.07119,25.00995,24.71038,25.24525,25.13117,24.61258,24.20816,26.61063,25.85725,23.98908,24.66862
BDBJPGFE_03086 hypothetical protein,27.33006,27.75366,27.66662,25.97145,24.62306,25.46078,25.50697,25.35803,24.27765,26.10843,24.66464,26.64499,25.48823,25.90688,25.88479
BDBJPGFE_03100 L-lysine 6-oxidase,25.7588,26.03614,25.69612,24.74387,24.37944,25.02984,23.43077,24.40179,24.4377,25.03235,23.64433,24.44521,25.92768,23.51238,24.99739
BDBJPGFE_03101 hypothetical protein,26.39169,26.43441,26.11567,24.36798,25.14569,24.91989,24.25338,24.16247,24.56594,25.49643,24.32216,24.82162,23.4302,25.06211,25.30293
"BDBJPGFE_03125 Cob(I)yrinic acid a,c-diamide adenosyltransferase",25.21312,25.33637,25.20012,23.89434,25.77702,25.7744,25.79814,24.91198,24.49395,24.14289,25.33842,24.64771,24.74595,24.29442,24.59097
BDBJPGFE_03132 putative HTH-type transcriptional regulator YxaF,24.28877,24.81446,24.43377,25.07475,24.93369,24.66383,24.56918,25.29158,25.79279,23.68201,25.69469,25.0293,25.28482,24.73005,23.3665
BDBJPGFE_03133 Uronate dehydrogenase,26.34167,26.47604,26.32243,25.71078,24.94146,26.70647,25.28797,23.78382,23.41957,24.08206,24.49559,23.53152,25.70755,24.60321,24.74689
BDBJPGFE_03149 Phosphogluconate dehydratase,29.86449,29.99281,29.77648,30.1853,30.14224,29.90052,28.69538,28.88346,28.86824,28.65161,28.72598,28.50127,24.90318,28.69229,28.49537
BDBJPGFE_03152 Fructokinase,25.17276,25.30866,25.44272,24.983,25.44839,24.89395,24.90418,24.86993,24.57409,24.61788,24.99518,24.34025,23.98942,23.29704,24.87466
BDBJPGFE_03154 D-galactonate dehydratase,25.98639,26.48233,26.37031,24.41382,24.19919,26.52512,24.4683,25.02976,23.88855,23.7283,24.57335,24.44807,24.85403,25.56479,24.70816
BDBJPGFE_03157 6-deoxy-6-sulfogluconolactonase,26.50444,26.40957,26.78119,24.44659,26.81199,25.79764,24.87921,24.97437,24.07363,24.12335,24.35702,23.39113,26.3011,24.79894,24.35176
BDBJPGFE_03160 2-dehydro-3-deoxy-phosphogluconate aldolase,29.04541,29.21194,29.33803,28.80953,28.5587,28.49018,28.24604,27.95538,28.40633,28.11421,28.04625,28.14049,27.49205,28.27404,28.13834
BDBJPGFE_03161 6-phosphogluconolactonase,22.56235,22.98523,25.07224,25.88625,26.31025,26.84924,24.86368,24.80289,24.34038,24.27343,25.58371,24.24659,25.26286,24.8339,24.46403
BDBJPGFE_03162 Glucose-6-phosphate 1-dehydrogenase,29.88272,29.87826,29.74911,29.11458,29.19707,29.2014,27.82554,27.13673,26.18833,27.64595,27.47777,27.30982,26.80833,28.28776,28.04187
BDBJPGFE_03175 HTH-type transcriptional regulator MalT,25.82214,25.5597,24.75379,24.42106,24.71108,24.61919,25.72657,24.61289,24.93191,24.26349,24.44309,24.31139,24.81365,25.8583,23.83111
BDBJPGFE_03176 Sucrose porin,28.59864,29.00774,28.83699,34.14262,34.16661,33.8894,32.55739,32.48556,32.76661,32.27075,32.52379,32.3749,32.46568,31.97746,32.15246
BDBJPGFE_03177 putative ABC transporter-binding protein,26.90208,27.30295,27.1059,31.38494,31.46446,30.8572,29.75696,29.44869,29.5541,30.28306,29.98087,29.9506,29.94963,30.35825,30.34974
BDBJPGFE_03178 Trehalose transport system permease protein SugA,23.58506,23.90669,23.49237,29.16536,28.03779,27.34274,27.20163,27.27275,27.04323,26.86361,27.10789,27.47468,27.23717,24.89922,27.04093
"BDBJPGFE_03180 Oligo-1,6-glucosidase 1",26.21588,26.93213,26.19351,28.11753,28.0347,28.36953,27.67842,27.55238,27.77436,27.63208,27.73738,27.32096,27.65287,27.449,27.52268
BDBJPGFE_03181 Maltose/maltodextrin import ATP-binding protein MalK,26.56861,26.76636,26.47542,30.98956,30.96671,31.05937,29.09013,28.99159,29.13014,28.84754,29.02176,28.94008,29.0895,29.28782,29.08482
BDBJPGFE_03183 Glyceraldehyde-3-phosphate dehydrogenase 1,29.74922,29.12327,28.64379,25.72416,25.39143,24.57497,25.27056,26.05316,24.87554,24.95395,25.37136,25.40875,25.36351,25.72977,23.7335
BDBJPGFE_03184 Pyruvate kinase II,26.36578,26.76674,26.62575,27.07847,25.12062,26.91502,24.13677,25.29463,25.68343,25.60888,25.04129,25.41854,24.67921,23.60775,24.38779
BDBJPGFE_03186 Catabolite repressor/activator,26.39981,26.65171,26.6095,24.60047,25.9989,25.61161,26.99118,26.80637,27.0872,25.17878,25.90097,27.03988,25.31292,24.58363,25.40425
BDBJPGFE_03187 Phosphoenolpyruvate-protein phosphotransferase,25.50942,25.71837,25.39666,26.2709,24.84563,25.52561,24.76442,24.92623,25.12822,25.45353,25.78439,23.67213,24.70514,23.6747,24.87782
BDBJPGFE_03190 Glucose-6-phosphate isomerase,28.55677,28.35708,28.36022,28.87906,28.58151,28.96651,27.06404,26.78026,26.65363,27.47584,27.21354,27.97263,26.17619,27.71784,27.77436
BDBJPGFE_03192 putative oxidoreductase YgfF,25.6609,26.16306,26.10797,25.59662,23.8516,24.24067,23.13261,23.7706,23.90345,23.97426,24.77493,24.77923,25.66035,24.98046,24.83402
BDBJPGFE_03205 NAD kinase,25.29028,25.4971,25.16181,26.13307,25.01886,25.28402,24.03399,23.72857,25.1195,24.63006,24.40748,25.30122,24.46068,24.42873,24.86839
