Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P,PhAc,DBP,DEHP,ATBC,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
BDBJPGFE_02612 50S ribosomal protein L9,-20.38597,-14.07747,-18.62239,-10.76859,-10.04698,-10.80392,-10.25571,-9.024391,-9.812356,-12.52214,-12.3499,-15.28876,-14.9772,-11.2276,-11.50367,0.00047742892485300723,0.06930666637691114,0.12386018522193827,0.009395183300560394,0.01657098513729735,-17.69527666666667,-10.53983,-9.697485666666667,-13.386933333333332,-12.56949,2.6575612143634415,0.3487959232368789,0.5092039637514839,1.3466316390494055,1.7062344982055269,7.155446666666668,7.997791000000001,4.308343333333337,5.125786666666668,0.8423443333333331,-2.8471033333333313,-2.02966,0.019513637127793432,0.013918710469495466,0.11030192312732157,0.08336703333807445,+,+,,,0.12580580514300327,0.0443633012049558,0.17465711029932304,,+,
BDBJPGFE_02627 Membrane-bound lytic murein transglycosylase B,-19.31358,-19.14101,-18.38815,-12.00623,-12.31156,-12.65227,-13.20489,-12.90876,-13.43779,-16.426,-16.66906,-15.8506,-14.93909,-16.07183,-10.94396,0.00020041390953524856,0.020131724970722034,0.011052041900456895,0.0012342499976357873,0.006212256795616901,-18.947580000000002,-12.323353333333335,-13.183813333333333,-16.31522,-13.984960000000001,0.4018013977908333,0.2638765272285924,0.21648919085154267,0.343194161955008,2.1994750475056537,6.624226666666667,5.763766666666669,2.632360000000002,4.962620000000001,-0.860459999999998,-3.991866666666665,-1.6616066666666658,4.0876339311910213e-05,5.776577924236211e-05,0.002140076739139296,0.034884406903289165,+,+,+,+,0.023476089555404592,0.0001995951101085533,0.3485970612176319,+,+,
BDBJPGFE_02628 hypothetical protein,-18.50018,-18.15748,-18.47918,-15.63229,-15.96376,-15.26036,-13.70101,-13.33508,-13.42803,-16.80147,-16.1888,-15.48003,-16.70638,-15.29771,-14.84328,0.000297237465785273,0.002050461831313211,0.00895078593155725,0.0013775340459485893,0.0020059525326986054,-18.378946666666668,-15.618803333333332,-13.48804,-16.156766666666666,-15.615789999999999,0.1568350796927214,0.28732015549827966,0.15529990620301976,0.539950935569355,0.7931652065406464,2.7601433333333354,4.890906666666668,2.2221800000000016,2.763156666666669,2.1307633333333325,-0.5379633333333338,0.0030133333333335344,0.00028330797062797394,6.1790564592014435e-06,0.005027073845641943,0.008442064342957058,+,+,+,+,0.0007669607718711904,0.2814636754307711,0.9962113572541109,+,,
BDBJPGFE_02631 Phosphoribosylamine--glycine ligase,-19.57308,-19.52518,-18.30587,-15.69868,-11.78237,-16.79007,-12.98226,-12.55608,-12.79723,-14.67795,-15.34706,-15.94141,-15.73524,-15.51109,-15.30837,0.00017603382142473054,0.0037262183648121006,0.014636828009991073,0.0024566879925388163,0.002146288679663287,-19.13471,-14.757039999999998,-12.778523333333332,-15.32214,-15.518233333333333,0.5864045314172354,2.150082051100996,0.1744893552308821,0.5161062860173927,0.17434213419467895,4.37767,6.356186666666666,3.812569999999999,3.6164766666666655,1.9785166666666658,-0.565100000000001,-0.7611933333333347,0.04992352682529788,0.00012487874715878057,0.002310783335096591,0.0011193798039207464,+,+,+,+,0.26435360266915015,0.7360623833824771,0.643951462007347,,,
BDBJPGFE_02643 Outer membrane efflux protein BepC,-15.18264,-16.01916,-16.31168,-11.18719,-11.73044,-11.15709,-10.37247,-10.33769,-9.264982,-11.59775,-12.04034,-11.81102,-11.57644,-12.30391,-13.00335,0.0017300429796256016,0.03930149321485272,0.10100902317646081,0.027905636388121696,0.02004972857204285,-15.837826666666666,-11.35824,-9.991714,-11.81637,-12.294566666666666,0.4784308823179745,0.2634718612426508,0.514073251568944,0.18072620894601907,0.582571031682451,4.479586666666666,5.8461126666666665,4.021456666666667,3.54326,1.3665260000000004,-0.4581299999999988,-0.9363266666666661,0.0003156932330053624,0.0002978554530987328,0.000372079670705555,0.0026593102592869346,+,+,+,+,0.028688375835162896,0.1124882997707769,0.10710676805116676,+,,
BDBJPGFE_02647 hypothetical protein,-6.712565,-6.596099,-6.419344,-10.31632,-11.11631,-11.47797,-9.012532,-8.458512,-8.564069,-8.885262,-8.00724,-8.488079,-10.60469,-8.385298,-9.243697,1.062046986633719,0.0514304981328174,0.2510243255028221,0.285760158518923,0.14793802742522696,-6.576002666666667,-10.9702,-8.678371,-8.460193666666667,-9.411228333333334,0.12054746138716023,0.4853650033394113,0.24018499884186484,0.35899289870630585,0.9137743241276198,-4.3941973333333335,-2.1023683333333336,-1.8841910000000004,-2.835225666666667,2.291829,2.510006333333333,1.5589716666666664,0.00024116571657640683,0.0003795647642536705,0.002149857383215271,0.012154428954327692,+,+,+,+,0.003918290532567484,0.004180750608991824,0.10011531460345618,+,+,
BDBJPGFE_02664 Putrescine-binding periplasmic protein SpuD,-11.63461,-12.91626,-12.97165,-9.034946,-8.976878,-9.242627,-10.30505,-10.31131,-10.37014,-11.94622,-12.23441,-15.87532,-15.93998,-12.06124,-11.59261,0.017401356627479072,0.19001048524017314,0.07996080169794559,0.009625565551770934,0.010719265394084031,-12.507506666666666,-9.084817,-10.328833333333334,-13.351983333333335,-13.197943333333333,0.617645235839762,0.11407883306731414,0.029319816203758856,1.7881432304736915,1.9483287419791924,3.422689666666667,2.1786733333333324,-0.8444766666666688,-0.6904366666666668,-1.2440163333333345,-4.267166333333336,-4.113126333333334,0.0015257085737387117,0.007581903864535184,0.5621302265515538,0.6577769489442915,+,+,,,0.00011703066198723041,0.028096090204300154,0.04072080135673573,+,+,+
BDBJPGFE_02669 hypothetical protein,-11.77241,-12.396,-13.10754,-11.29635,-10.08525,-10.29925,-11.29371,-10.87366,-10.87527,-11.3445,-11.25155,-10.68553,-9.891071,-15.80181,-14.22563,0.01842149035287511,0.06833102621214994,0.04972298600261707,0.04604570356176204,0.009944557202834926,-12.425316666666667,-10.560283333333333,-11.014213333333332,-11.09386,-13.306170333333334,0.5454586018103378,0.5277591643501376,0.19763508128759869,0.2912158046306324,2.4991016306532146,1.8650333333333347,1.411103333333335,1.3314566666666678,-0.8808536666666669,-0.4539299999999997,-0.5335766666666668,-2.7458870000000015,0.025464732413716957,0.026299808909500105,0.038205633256787934,0.6517404880948134,+,+,+,,0.31823918803051127,0.2788270329702825,0.20306294219089052,,,
BDBJPGFE_02681 Phospholipase A1,-19.43135,-17.18173,-21.79947,-15.88863,-15.04565,-16.71651,-14.20686,-12.87272,-13.58127,-17.36949,-16.11441,-17.00172,-12.19138,-14.30273,-11.91427,0.0001394465885948628,0.0017066362004312119,0.008553042438415153,0.0008647258017636059,0.014096686010200721,-19.47085,-15.883596666666667,-13.553616666666665,-16.82854,-12.802793333333334,1.885391358913757,0.6821350236491955,0.545011262900951,0.5268142847341934,1.0666317674603338,3.587253333333331,5.917233333333334,2.6423099999999984,6.668056666666665,2.3299800000000026,-0.9449433333333328,3.080803333333334,0.06464741647169654,0.013013303697057431,0.12891602891208545,0.012125842959489914,,+,,+,0.01953835187617951,0.1959580199532583,0.026264753261732346,+,,+
BDBJPGFE_02697 Thiosulfate-binding protein,-7.838386,-8.847617,-9.159568,-7.347987,-7.180979,-7.13148,-8.389266,-8.148594,-8.144422,-9.515633,-10.05387,-9.858535,-9.611209,-9.774009,-9.528005,0.25839676760848856,0.6919881658107117,0.34313370439125834,0.11216732351691643,0.12644239591514866,-8.615190333333333,-7.220148666666667,-8.227427333333333,-9.809346,-9.637741,0.5638540507461917,0.09262655253699606,0.11444989272554526,0.22247012583415954,0.10216800631639335,1.3950416666666658,0.38776299999999964,-1.194155666666667,-1.0225506666666675,-1.0072786666666662,-2.589197333333333,-2.4175923333333333,0.025991363545560687,0.39450230095342087,0.049510388210995196,0.06510753297946402,+,,+,,0.000638608548819279,0.00010937963358918201,1.571056954138878e-05,+,+,+
BDBJPGFE_02703 Anthranilate phosphoribosyltransferase,-18.94926,-19.87058,-19.35428,-15.05144,-16.27867,-15.94355,-13.16389,-12.88955,-12.71572,-16.12965,-14.93158,-15.38484,-15.53052,-14.74872,-16.01497,0.0001473441015097725,0.0018620161103310058,0.013241558526554386,0.0021989751624806753,0.002279431625276962,-19.391373333333334,-15.757886666666666,-12.923053333333334,-15.482023333333336,-15.431403333333336,0.37704073354951456,0.5179295468390366,0.18449199121431362,0.49391388010012044,0.5216738130500923,3.633486666666668,6.46832,3.909349999999998,3.9599699999999984,2.834833333333332,0.27586333333333,0.32648333333333035,0.0013107523542915647,2.6233143472992544e-05,0.0008818209691460755,0.0009608366840731952,+,+,+,+,0.0018803615148827936,0.6146444835549247,0.5640232353585295,+,,
BDBJPGFE_02709 26 kDa periplasmic immunogenic protein,-12.58482,-11.92458,-12.68047,-10.29791,-9.3635,-9.807689,-10.08486,-9.656774,-10.1411,-10.37211,-10.23446,-9.907132,-10.30383,-10.20407,-10.244,0.01879153758704007,0.11390752295788341,0.10318883227324824,0.08728250741727821,0.08267871917649558,-12.396623333333332,-9.823033,-9.960911333333334,-10.171234,-10.250633333333333,0.3360614150551781,0.38162555013782806,0.21627971479133726,0.19502013644407712,0.040996058618143,2.573590333333332,2.4357119999999988,2.2253893333333323,2.1459899999999994,-0.1378783333333331,-0.34820099999999954,-0.42760033333333247,0.0020165274763012013,0.0009960330378013256,0.0012628696489385305,0.0008568177761680886,+,+,+,+,0.6796581348476236,0.3145844932004168,0.1902597602830741,,,
BDBJPGFE_02711 Thioredoxin 1,-12.72144,-11.18373,-20.36444,-9.505141,-8.046604,-7.701976,-7.898946,-7.169876,-7.296824,-10.14432,-17.09676,-9.203204,-9.646496,-15.48468,-14.39382,0.0036606450197239036,0.3016737219082982,0.5860333800665926,0.02217342882132786,0.010891107794627087,-14.756536666666667,-8.417907,-7.455215333333334,-12.148094666666665,-13.174998666666667,4.014770467331296,0.7815584613079176,0.31801638016652856,3.520264314637499,2.5344614400177585,6.338629666666668,7.301321333333333,2.608442000000002,1.581538,0.9626916666666654,-3.730187666666666,-4.757091666666668,0.09351895149778112,0.062381394237129024,0.5276510855322918,0.6621227904148612,,,,,0.18193126585790695,0.21731655833473712,0.06421515723359233,,,
BDBJPGFE_02716 2-methylisocitrate lyase,-19.16335,-19.09224,-19.39274,-12.65821,-12.24957,-12.78949,-13.89514,-13.229,-14.23429,-16.60184,-17.66698,-17.08299,-15.46784,-14.35579,-15.11762,0.00016637661160748106,0.017018070336148203,0.0072798616433792296,0.0007078838871584056,0.0031159256319123058,-19.21611,-12.565756666666667,-13.786143333333333,-17.11727,-14.980416666666668,0.12822577925934622,0.22991174499987807,0.41758208856330165,0.43551666152590135,0.464243015839286,6.650353333333333,5.429966666666667,2.098839999999999,4.235693333333332,-1.2203866666666663,-4.551513333333334,-2.4146600000000014,3.6637824462119734e-06,6.149275361860494e-05,0.0028283142756264485,0.0002402942818147369,+,+,+,+,0.022346120027736484,0.00019781213017404535,0.0027435280732444707,+,+,+
BDBJPGFE_02717 2-methylcitrate synthase,-18.18277,-16.75284,-18.24683,-12.89496,-12.70214,-13.32113,-10.79748,-10.91829,-11.21524,-14.72491,-13.34037,-14.08643,-14.84719,-13.09865,-16.52612,0.00046688998448838053,0.012834977739182053,0.05102212324567154,0.005931038111778422,0.003472779474603392,-17.72748,-12.972743333333332,-10.977003333333334,-14.05057,-14.823986666666665,0.689670582283069,0.25861791666901635,0.17553023677481358,0.5658045643741896,1.3993549576461608,4.754736666666668,6.750476666666666,3.6769099999999995,2.9034933333333353,1.9957399999999978,-1.0778266666666685,-1.8512433333333327,0.000798850226593034,0.000178614714306817,0.004315207873267883,0.058062998332798904,+,+,+,,0.0008331304914979819,0.07043149034921184,0.13963969668342335,+,,
BDBJPGFE_02719 2-methyl-aconitate isomerase,-17.53187,-19.11247,-20.22231,-13.68258,-13.54488,-13.60346,-13.41196,-13.47886,-13.43003,-16.2451,-16.47014,-15.84483,-14.26898,-14.29296,-14.22389,0.00019930979890764127,0.008250294139710368,0.009252036975663586,0.0013492565045368588,0.005127068362366341,-18.95555,-13.610306666666666,-13.440283333333333,-16.186690000000002,-14.261943333333335,1.1039579591029114,0.056423872804179674,0.028257749772800173,0.25860129556262246,0.028633339930150572,5.3452433333333325,5.515266666666665,2.7688599999999965,4.693606666666664,0.17002333333333297,-2.576383333333336,-0.6516366666666684,0.002392162143167945,0.0021197508426971487,0.025970578995545366,0.003857324094955827,+,+,+,+,0.018934499930954852,0.00016137696003401376,0.00012924881887401901,+,+,+
"BDBJPGFE_02736 Ornithine carbamoyltransferase 1, anabolic",-20.23601,-19.66521,-18.20132,-12.41604,-11.74791,-11.82248,-13.42695,-13.29557,-15.97114,-16.35366,-15.65949,-14.74017,-15.14688,-15.67643,-15.0185,0.000149801213168346,0.02526863023110692,0.005347388015914316,0.002048282409329318,0.002530590613478763,-19.36751333333333,-11.995476666666667,-14.23122,-15.58444,-15.280603333333332,0.856916303977362,0.29893735044134107,1.2314778062420235,0.6608387962279456,0.2847565259812126,7.372036666666665,5.136293333333331,3.7830733333333306,4.08691,-2.2357433333333336,-3.588963333333334,-3.285126666666665,0.00032780767956625727,0.00839011648914209,0.007794470880409577,0.003059724119309145,+,+,+,+,0.06712150798856623,0.002194711246274025,0.0003552636593050521,,+,+
BDBJPGFE_02749 Long-chain-fatty-acid--CoA ligase,-17.87758,-19.38142,-19.24186,-13.25295,-11.82768,-15.0245,-12.19477,-12.6449,-13.23303,-16.49732,-15.73205,-16.31755,-12.71102,-15.10374,-15.86933,0.00021688685854084964,0.009756580207044927,0.015553359892221381,0.0013533621779846464,0.004166148124202967,-18.83362,-13.368376666666668,-12.6909,-16.182306666666666,-14.561363333333333,0.6784190492608534,1.3076459802850138,0.42511406853533606,0.3267288505099535,1.3452037888819013,5.465243333333332,6.142720000000001,2.6513133333333343,4.272256666666667,0.677476666666669,-2.8139299999999974,-1.1929866666666644,0.006311924820465559,0.0004093832092026291,0.007600208766608177,0.01599270505189792,+,+,+,+,0.5243052098954891,0.041865743825018883,0.419331998257557,,+,
BDBJPGFE_02751 Beta-ketodecanoyl-[acyl-carrier-protein] synthase,-18.21678,-19.40784,-19.15216,-17.21797,-15.96148,-15.73642,-14.87771,-13.85267,-13.91055,-16.43671,-16.31422,-15.58838,-14.63727,-16.08562,-14.84885,0.00020349160921431081,0.001274085611476294,0.0054129348792597886,0.0014198625822763118,0.0026935287562410057,-18.925593333333335,-16.305290000000003,-14.213643333333332,-16.11310333333333,-15.190579999999999,0.5119604943960248,0.6518699193857624,0.4701602045638866,0.3743900661372068,0.6387560699254968,2.6203033333333323,4.711950000000003,2.812490000000004,3.7350133333333364,2.091646666666671,0.1921866666666716,1.114710000000004,0.011068655096963623,0.0006616010749731968,0.0032999775813449435,0.002969567096440353,+,+,+,+,0.021196976288032836,0.7359735951561643,0.15918354843449253,+,,
BDBJPGFE_02757 Protein SphX,-8.026358,-8.118425,-8.138303,-2.745934,-2.746006,-2.791382,-5.96879,-5.908924,-5.641981,-5.14989,-5.391695,-5.216227,-4.447891,-4.451942,-4.422463,0.37074220408548186,15.219621800277006,1.7954826934745396,2.6398690331609824,4.6380804661458415,-8.094362,-2.7611073333333334,-5.839898333333334,-5.252604000000001,-4.440765333333334,0.04876605194189923,0.02140744227806977,0.14206673927966224,0.10201267601953541,0.01304694611351231,5.333254666666667,2.254463666666666,2.8417579999999996,3.653596666666666,-3.0787910000000007,-2.4914966666666674,-1.6796580000000008,1.491126677092352e-08,2.912323045834052e-05,3.739698359795571e-06,5.463247808156733e-08,+,+,+,+,7.061485107704088e-06,4.5684526827683585e-06,7.438713980051201e-08,+,+,+
BDBJPGFE_02764 Cystathionine gamma-synthase,-18.68331,-20.36997,-18.41468,-11.98961,-11.89119,-11.66283,-12.94835,-12.56329,-12.60953,-15.27443,-17.37146,-16.31667,-15.12643,-16.46029,-16.03612,0.00017345674886870752,0.027990697937004635,0.015380150317164607,0.0012294399827462556,0.0016769009409477616,-19.155986666666667,-11.847876666666666,-12.707056666666666,-16.320853333333332,-15.874279999999999,0.8653928469904412,0.13687786705267221,0.17166127292497327,0.8561140229483967,0.5564409307374869,7.308110000000001,6.448930000000001,2.835133333333335,3.2817066666666683,-0.8591800000000003,-4.472976666666666,-4.026403333333333,0.00029557029679650354,0.000494191979611467,0.030109833144311458,0.010732694904668867,+,+,+,+,0.005209905222543957,0.0018760110476427492,0.0005759190013567867,+,+,+
BDBJPGFE_02783 Urocanate hydratase,-19.94829,-19.193,-19.06325,-11.62351,-11.82919,-11.65541,-13.43736,-13.36814,-13.49964,-15.93215,-16.31595,-17.10064,-15.58796,-15.14966,-15.04304,0.00014631212255041237,0.03095389146449119,0.009285680864272611,0.0011244929703722194,0.0025665982130324387,-19.40151333333333,-11.702703333333332,-13.435046666666667,-16.44958,-15.260219999999999,0.39024121432205927,0.09038274220717671,0.05370956546298044,0.48630234264978195,0.2357994724336765,7.698809999999998,5.966466666666664,2.9519333333333293,4.141293333333332,-1.7323433333333345,-4.746876666666669,-3.5575166666666664,1.089448358952532e-05,2.8091197612076255e-05,0.002588756419365021,0.00021177057825107667,+,+,+,+,2.0103042814779673e-05,0.00017061796574952679,3.7452671760803586e-05,+,+,+
BDBJPGFE_02784 Formimidoylglutamase,-20.11401,-19.12373,-19.96875,-13.6925,-13.23836,-13.68653,-16.5789,-15.60111,-15.45758,-16.82379,-17.26601,-17.10473,-15.90467,-14.8343,-13.22994,0.00011607569943968956,0.008667537792582773,0.0017062838869476842,0.0007340810723012194,0.0039008110941917786,-19.735496666666666,-13.53913,-15.879196666666667,-17.064843333333332,-14.656303333333334,0.4366302461147452,0.21269047134274727,0.4982226953437146,0.18272537085899132,1.0991837132567464,6.196366666666666,3.856299999999999,2.670653333333334,5.079193333333333,-2.340066666666667,-3.525713333333332,-1.1171733333333336,5.5474711501902e-05,0.001187201025891319,0.001336885712349842,0.003713389882211527,+,+,+,+,0.003634369663410218,5.8766773612838645e-05,0.23102585144252402,+,+,
BDBJPGFE_02785 Imidazolonepropionase,-19.71826,-19.31915,-18.40709,-12.61436,-12.96563,-13.08228,-12.38445,-12.16776,-12.17121,-15.98987,-15.90868,-15.75046,-14.54485,-16.19745,-15.34748,0.00017439950849401317,0.013616923544035714,0.021242981563540587,0.0016653798909372834,0.0023896800438221216,-19.14816666666667,-12.887423333333336,-12.24114,-15.883003333333335,-15.363259999999999,0.5487672047011882,0.1988709692796373,0.10134526037264863,0.09941078222316825,0.6747633888013387,6.260743333333332,6.907026666666669,3.2651633333333336,3.7849066666666698,0.6462833333333364,-2.9955799999999986,-2.4758366666666625,0.00011011343037663482,6.254869502224341e-05,0.0011613815728951228,0.0035367991133904617,+,+,+,+,0.014916247035432022,4.4694492920553864e-05,0.007611661935118949,+,+,+
BDBJPGFE_02805 Phthiocerol synthesis polyketide synthase type I PpsD,-18.29486,-19.20958,-19.73849,-16.27484,-15.5141,-16.00156,-17.74506,-17.70287,-18.06887,-17.37576,-15.97166,-15.89326,-15.63738,-15.48756,-16.20569,0.00018271384715319022,0.0016524258737709125,0.0004386435718523753,0.001152921784537569,0.001794026002666031,-19.08097666666667,-15.930166666666667,-17.838933333333333,-16.41356,-15.776876666666666,0.5963338031859519,0.31464699048651773,0.16349954542920184,0.6811305650656609,0.3093241710927588,3.1508100000000017,1.242043333333335,2.667416666666668,3.304100000000002,-1.9087666666666667,-0.4833933333333338,0.15329000000000015,0.0027173576220114425,0.04683503264285666,0.014065937792577034,0.0022449505570995374,+,+,+,+,0.0015981350179101155,0.41376498876871765,0.648939353457417,+,,
BDBJPGFE_02816 Phosphoglucomutase,-18.48093,-18.66965,-18.14372,-10.18141,-11.73441,-12.53563,-11.70944,-12.24057,-12.76529,-16.65082,-15.54741,-16.76872,-15.25136,-14.96048,-15.3201,0.00028661801825484624,0.03602522548523649,0.021282873320586326,0.0012281935873840921,0.002718412015090485,-18.431433333333334,-11.483816666666668,-12.238433333333333,-16.322316666666666,-15.177313333333336,0.21754391316595376,0.9773043593249523,0.43105160528899794,0.5500517303147241,0.15587135236754965,6.947616666666667,6.193000000000001,2.1091166666666687,3.2541199999999986,-0.7546166666666654,-4.838499999999998,-3.693496666666668,0.00060449218041346,5.431724078127249e-05,0.00726876440456149,6.70984136856995e-05,+,+,+,+,0.3742845021679872,0.0036505831052596354,0.006178569992344752,,+,+
BDBJPGFE_02825 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],-18.54923,-18.10386,-20.18851,-15.84869,-14.63058,-15.28393,-15.38161,-14.88982,-14.85976,-15.39849,-17.495,-15.56438,-16.77299,-14.3463,-14.271,0.00020046670469576743,0.002639660193873227,0.003044751244398127,0.0013814959272451432,0.002808852371524133,-18.947200000000002,-15.254399999999999,-15.043730000000002,-16.152623333333334,-15.130096666666667,0.8963728749056759,0.4977295173753174,0.23923220477184937,0.95161659276319,1.1621076832013268,3.6928000000000036,3.9034700000000004,2.794576666666668,3.8171033333333355,0.2106699999999968,-0.8982233333333358,0.12430333333333188,0.00701385871217614,0.004002743341391075,0.039044121016023774,0.021238634976434464,+,+,+,+,0.6181714553426045,0.30237424103998456,0.8961287316195196,,,
BDBJPGFE_02835 UDP-glucose 4-epimerase,-19.94337,-18.20182,-18.57717,-15.85089,-13.98733,-15.49931,-11.83737,-11.76032,-11.7266,-13.14167,-14.78942,-16.89808,-16.12184,-14.65248,-15.80633,0.0002060664030036939,0.0029124680471077245,0.029350049506395776,0.0031949602358511717,0.0021334586281753377,-18.907453333333333,-15.11251,-11.774763333333333,-14.943056666666665,-15.526883333333332,0.7483601676703244,0.8084654799474535,0.04636058407263189,1.5373911215721552,0.6315708099827142,3.7949433333333324,7.13269,3.9643966666666675,3.3805700000000005,3.3377466666666677,0.169453333333335,-0.41437333333333193,0.008210185281034642,0.00017661088366828737,0.030531471200016185,0.008147871377014608,+,+,+,+,0.004315475795134908,0.8969357088085945,0.5984196121117653,+,,
BDBJPGFE_02838 hypothetical protein,-12.19091,-12.28335,-12.15814,-8.425339,-8.319072,-8.494565,-8.659553,-8.599401,-8.873553,-10.42994,-10.64034,-10.06024,-10.56113,-9.662218,-9.903825,0.021374733774071147,0.3027032221570724,0.24543865951912364,0.07568915220210427,0.0955170561130811,-12.2108,-8.412992000000001,-8.710835666666668,-10.37684,-10.042391,0.05301631887133147,0.07217471657489642,0.11764994319685032,0.23978283230178643,0.379834260525123,3.797808,3.499964333333333,1.8339600000000011,2.1684090000000005,-0.29784366666666706,-1.9638479999999987,-1.6293989999999994,4.6290808864010185e-07,2.759412963957631e-06,0.0004547155725052547,0.0013264230857275875,+,+,+,+,0.03796349445282189,0.00037591207607331166,0.003978848343321292,+,+,+
"BDBJPGFE_02839 UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",-13.55782,-13.51441,-13.5919,-9.998457,-9.679026,-9.575284,-9.863743,-9.707541,-10.08532,-10.9081,-10.99606,-10.60744,-10.25019,-9.974285,-10.23691,0.00842060882211504,0.11974568740899497,0.10872347767383074,0.05501124474762917,0.0884188746576586,-13.55471,-9.750922333333333,-9.885534666666667,-10.837200000000001,-10.153795,0.031711502644939785,0.18008453393213858,0.15499548544464786,0.16638606432030265,0.12704846758881685,3.8037876666666666,3.6691753333333335,2.717509999999999,3.4009149999999995,-0.1346123333333331,-1.0862776666666676,-0.4028726666666671,7.9491073156099e-06,5.152588258906696e-06,2.2349239878668855e-05,3.2804840428176173e-06,+,+,+,+,0.4678955789657965,0.003310682147173685,0.06099306738318835,,+,
"BDBJPGFE_02849 dTDP-glucose 4,6-dehydratase 2",-17.13198,-16.80907,-16.98579,-16.3124,-15.57878,-15.31727,-14.53898,-14.34404,-14.93889,-15.42333,-15.664,-15.83121,-15.31839,-15.88668,-14.923,0.0007862288523641292,0.0018902829752090197,0.004120304705239315,0.001971565046361158,0.0023686321001575544,-16.97561333333333,-15.73615,-14.607303333333334,-15.639513333333333,-15.376023333333334,0.13202371108588387,0.4212243399899867,0.24760545098110368,0.16741409983099473,0.3955257989338018,1.2394633333333314,2.3683099999999975,1.3360999999999983,1.5995899999999974,1.128846666666666,0.09663666666666693,0.36012666666666604,0.016526485079543,0.0002822668500977613,0.0008952794377953094,0.005597920312479624,+,+,+,+,0.030867636058811477,0.7780533092349723,0.4278717452001187,+,,
BDBJPGFE_02851 Ribonuclease,-16.75421,-18.15498,-19.05811,-15.97317,-15.03007,-15.09737,-14.00818,-14.67637,-14.42041,-16.71752,-17.87276,-15.11003,-14.05291,-14.5203,-17.15621,0.0003894566198953082,0.002441693683367641,0.004862621724317411,0.0010367619256246062,0.00259716463100124,-17.989099999999997,-15.366869999999999,-14.368320000000002,-16.56677,-15.243140000000002,0.9478487689851507,0.42959833177826295,0.2752628986986808,1.1329058316559235,1.3661359062943437,2.6222299999999983,3.6207799999999946,1.4223299999999952,2.745959999999995,0.9985499999999963,-1.199900000000003,0.12372999999999656,0.023512109264539845,0.006570284018770877,0.2449259579392549,0.0797693461724714,+,+,,,0.05044698470050599,0.2339538875547462,0.9086447850324024,,,
BDBJPGFE_02856 Polysialic acid transport protein KpsD,-16.49011,-16.94929,-15.99944,-14.17036,-13.85355,-14.40658,-12.59232,-12.72566,-12.66459,-14.58956,-15.10422,-16.57121,-14.10985,-16.58657,-15.35487,0.00110881694696311,0.005701160255977314,0.01588064603536681,0.0022929284057150064,0.002411026432495854,-16.479613333333337,-14.143496666666666,-12.660856666666666,-15.421663333333333,-15.350429999999998,0.3878456657257145,0.2265712165204475,0.0544997995918838,0.8395680965168275,1.0111215801606972,2.336116666666671,3.818756666666671,1.0579500000000035,1.129183333333339,1.48264,-1.2781666666666673,-1.2069333333333319,0.001819987402835213,0.00016030487898492158,0.18101793596331972,0.21434264567145317,+,+,,,0.0008446593569272064,0.1061849434686296,0.17485434331747915,+,,
BDBJPGFE_02859 Outer membrane protein YedS,-5.116428,-5.167192,-5.355399,-5.558503,-5.099761,-4.911931,-3.645599,-3.023742,-2.736693,-4.22529,-4.767594,-4.926029,-3.907542,-4.066784,-4.071309,2.7317849706406894,2.826277132979382,11.703964663445813,4.037417250088804,6.2293494938148415,-5.213006333333333,-5.190065,-3.1353446666666662,-4.639637666666666,-4.015211666666667,0.10279753422572407,0.2715755844548622,0.37935813827598613,0.30004266803276847,0.07615635997224558,0.022941333333333702,2.077661666666667,0.5733686666666671,1.1977946666666668,2.0547203333333335,0.5504273333333334,1.174853333333333,0.9164203121971173,0.0017116981309284137,0.0628631137590703,0.00018800513651127642,,+,,+,0.003384400416516374,0.12676378744445738,0.004152628939373826,+,,+
